"ddCompetitor","Country","Age","Stage","Composer","Associated Piece"
"Andrew Wilde","United Kingdom","20","Preliminary Phase 2","Beethoven","Sonata in F minor op.57 ""Appassionata"""
"Andrew Wilde","United Kingdom","20","Preliminary Phase 2","Brahms","Sonata no.2 in F# minor op.2"
"Andrew Wilde","United Kingdom","20","Preliminary Phase 2","Prokofiev","Sonata no.7 in B-flat op.83"
"Andrew Wilde","United Kingdom","20","Semifinals Chamber","Brahms","Piano Quintet in F minor op.34"
"Andrew Wilde","United Kingdom","20","Recital Program","Bach-Busoni","Chaconne in D minor"
"Andrew Wilde","United Kingdom","20","Recital Program","Corigliano","Fantasia on an Ostinato"
"Andrew Wilde","United Kingdom","20","Recital Program","Chopin","Sonata in B minor op.58"
"Andrew Wilde","United Kingdom","20","Recital Program","Balakirev","Islamey: Oriental Fantasy"
"Andrew Wilde","United Kingdom","20","Finals","Mozart","Piano Concerto no.25 in C K.503"
"Andrew Wilde","United Kingdom","20","Finals","Brahms","Piano Concerto no.1 in D minor op.15"
"David Allen Wehr","United States","27","Preliminary Phase 1","Bach","Toccata in D BWV 912"
"David Allen Wehr","United States","27","Preliminary Phase 1","Beethoven","Sonata in F minor op.2 no.1"
"David Allen Wehr","United States","27","Preliminary Phase 1","Chopin","Ballade no.2 in F op.38"
"David Allen Wehr","United States","27","Preliminary Phase 1","Chopin","Etude in B minor op.25 no.10"
"David Allen Wehr","United States","27","Preliminary Phase 1","Debussy","Etudes, Book II: no.11 ""Pour les arpèges composés"""
"David Allen Wehr","United States","27","Preliminary Phase 2","Mozart","Sonata in C minor K.457"
"David Allen Wehr","United States","27","Preliminary Phase 2","Beethoven","Sonata no.2 in F minor op.57 ""Appassionata"""
"David Allen Wehr","United States","27","Preliminary Phase 2","Brahms","Sonata no.2 in F# minor op.2"
"David Allen Wehr","United States","27","Preliminary Phase 2","Barber","Sonata op.26: Fugue"
"David Allen Wehr","United States","27","Semifinals Chamber","Dvořák","Piano Quintet in A op.81"
"David Allen Wehr","United States","27","Recital Program","Beethoven","Variations and Fugue in E-flat on a theme from Prometheus op.35"
"David Allen Wehr","United States","27","Recital Program","Tippett","Sonata no.2"
"David Allen Wehr","United States","27","Recital Program","Corigliano","Fantasia on an Ostinato"
"David Allen Wehr","United States","27","Recital Program","Chopin","Nocturne in D-flat op.27 no.2"
"David Allen Wehr","United States","27","Recital Program","Liszt","Hungarian Rhapsody no.6"
"David Allen Wehr","United States","27","Finals","Beethoven","Piano Concerto no.2 in B-flat op.19"
"David Allen Wehr","United States","27","Finals","Prokofiev","Piano Concerto no.2 in G minor op.16"
"Sharon Joy Vogan","New Zealand","25","Preliminary Phase 1","Bach","Partita no. 2 in C minor BWV 826"
"Sharon Joy Vogan","New Zealand","25","Preliminary Phase 1","Beethoven","Sonata in C op.2 no.3"
"Sharon Joy Vogan","New Zealand","25","Preliminary Phase 1","Chopin","Ballade no. 4 in F minor op.52, Etude in F op.10 no.8"
"Sharon Joy Vogan","New Zealand","25","Preliminary Phase 1","Debussy","Etudes, Book II: no.7 ""Pour les degrés chromatiques"""
"Sharon Joy Vogan","New Zealand","25","Preliminary Phase 2","Mozart","Sonata in F K.332"
"Sharon Joy Vogan","New Zealand","25","Preliminary Phase 2","Beethoven","Sonata in E op.109"
"Sharon Joy Vogan","New Zealand","25","Preliminary Phase 2","Schumann","Fantasiestücke op.12"
"Sharon Joy Vogan","New Zealand","25","Preliminary Phase 2","Ginastera","Sonata no.1"
"Sharon Joy Vogan","New Zealand","25","Semifinals Chamber","Schumann","Piano Quintet in E-flat op.44"
"Sharon Joy Vogan","New Zealand","25","Recital Program","Chopin","Sonata in B minor op.58"
"Sharon Joy Vogan","New Zealand","25","Recital Program","Ravel","Jeux d'eau"
"Sharon Joy Vogan","New Zealand","25","Recital Program","Barber","Excursions"
"Sharon Joy Vogan","New Zealand","25","Recital Program","Corigliano","Fantasia on an Ostinato"
"Sharon Joy Vogan","New Zealand","25","Finals","Mozart","Piano Concerto no.24 in C minor K.491"
"Sharon Joy Vogan","New Zealand","25","Finals","Chopin","Piano Concerto no.2 in F minor op.21"
"Emma Takhmizian","Bulgaria","27","Preliminary Phase 1","Bach","Chromatic Fantasy and Fugue BWV 903"
"Emma Takhmizian","Bulgaria","27","Preliminary Phase 1","Beethoven","Sonata in E-flat op.31 no.3"
"Emma Takhmizian","Bulgaria","27","Preliminary Phase 1","Chopin","Polonaise-Fantaisie in A-flat op.61, Etude in A minor op.25 no.11 ""Winter Wind"""
"Emma Takhmizian","Bulgaria","27","Preliminary Phase 1","Debussy","Etudes, Book II: no.9 ""Pour les notes répétées"""
"Emma Takhmizian","Bulgaria","27","Preliminary Phase 2","Mozart","Sonata in B-flat K.570"
"Emma Takhmizian","Bulgaria","27","Preliminary Phase 2","Beethoven","Sonata in C minor op.111"
"Emma Takhmizian","Bulgaria","27","Preliminary Phase 2","Schumann","Davidsbündlertänze op.6"
"Emma Takhmizian","Bulgaria","27","Preliminary Phase 2","Debussy","Images, Book II"
"Emma Takhmizian","Bulgaria","27","Semifinals Chamber","Schumann","Piano Quintet in E-flat op.44"
"Emma Takhmizian","Bulgaria","27","Recital Program","Corigliano","Fantasia on an Ostinato"
"Emma Takhmizian","Bulgaria","27","Recital Program","Schumann","Bunte Blätter op.99 nos.2,3,4,5,6"
"Emma Takhmizian","Bulgaria","27","Recital Program","Prokofiev","Sonata no.6 in A op.82"
"Emma Takhmizian","Bulgaria","27","Finals","Mozart","Piano Concerto no.24 in C minor K.491"
"Emma Takhmizian","Bulgaria","27","Finals","Prokofiev","Piano Concerto no.3 in C op.26"
"Eun Soo Son","Korea","21","Preliminary Phase 1","Bach","Partita no. 2 in C minor BWV 826"
"Eun Soo Son","Korea","21","Preliminary Phase 1","Beethoven","Sonata in D minor op.31 no.2 ""Tempest"""
"Eun Soo Son","Korea","21","Preliminary Phase 1","Chopin","Scherzo no.1 in B minor op.20, Etude in A minor op.25 no.11 ""Winter Wind"""
"Eun Soo Son","Korea","21","Preliminary Phase 1","Liszt","Grande étude de Paganini no.6 in A minor"
"Eun Soo Son","Korea","21","Preliminary Phase 2","Mozart","Sonata in D K.576"
"Eun Soo Son","Korea","21","Preliminary Phase 2","Beethoven","Sonata in E-flat op.81a ""Les Adieux"""
"Eun Soo Son","Korea","21","Preliminary Phase 2","Schumann","Carnaval op.9"
"Eun Soo Son","Korea","21","Preliminary Phase 2","Prokofiev","Sonata no.2 in D minor op.14"
"Eun Soo Son","Korea","21","Semifinals Chamber","Brahms","Piano Quintet in F minor op.34"
"Eun Soo Son","Korea","21","Recital Program","Beethoven","Sonata in E-flat op.81a ""Les Adieux"""
"Eun Soo Son","Korea","21","Recital Program","Debussy","L'isle joyeuse"
"Eun Soo Son","Korea","21","Recital Program","Corigliano","Fantasia on an Ostinato"
"Eun Soo Son","Korea","21","Recital Program","Mennin","Toccata"
"Eun Soo Son","Korea","21","Recital Program","Chopin","Sonata in B minor op.58"
"Eun Soo Son","Korea","21","Finals","Mozart","Piano Concerto no.20 in D minor K.466"
"Eun Soo Son","Korea","21","Finals","Rachmaninoff","Piano Concerto no.2 in C minor op.18"
"Kathryn Selby","Australia","22","Preliminary Phase 1","Bach","Italian Concerto BWV 971"
"Kathryn Selby","Australia","22","Preliminary Phase 1","Haydn","Sonata in E-flat H.XVI/52"
"Kathryn Selby","Australia","22","Preliminary Phase 1","Chopin","Scherzo no. 2 in B-flat minor op.31, Etude in C op.10 no.1"
"Kathryn Selby","Australia","22","Preliminary Phase 1","Rachmaninoff","Etude-tableau in E-flat minor op.39 no.5"
"Kathryn Selby","Australia","22","Preliminary Phase 2","Mozart","Sonata in E-flat K.282"
"Kathryn Selby","Australia","22","Preliminary Phase 2","Beethoven","Sonata in E op.109"
"Kathryn Selby","Australia","22","Preliminary Phase 2","Chopin","Sonata in B-flat minor op.35"
"Kathryn Selby","Australia","22","Preliminary Phase 2","Bartók","Sonata"
"Kathryn Selby","Australia","22","Semifinals Chamber","Dvořák","Piano Quintet in A op.81"
"Kathryn Selby","Australia","22","Recital Program","Brahms","Variations and Fugue on a Theme of Handel op.24"
"Kathryn Selby","Australia","22","Recital Program","Debussy","L'isle joyeuse"
"Kathryn Selby","Australia","22","Recital Program","Corigliano","Fantasia on an Ostinato"
"Kathryn Selby","Australia","22","Recital Program","Liszt","Mephisto Waltz no.1"
"Kathryn Selby","Australia","22","Finals","Mozart","Piano Concerto no.24 in C minor K.491"
"Kathryn Selby","Australia","22","Finals","Bartók","Piano Concerto no.3"
"Susan Savage","United States","29","Preliminary Phase 1","Bach","Partita no. 2 in C minor BWV 826"
"Susan Savage","United States","29","Preliminary Phase 1","Beethoven","Sonata in D op.10 no.3"
"Susan Savage","United States","29","Preliminary Phase 1","Chopin","Scherzo no.2 in B-flat minor op.31, Etude in A minor op.25 no.11 ""Winter Wind"""
"Susan Savage","United States","29","Preliminary Phase 1","Liszt","Grande étude de Paganini no.2 in F-flat"
"Susan Savage","United States","29","Preliminary Phase 2","Mozart","Sonata in F K.332"
"Susan Savage","United States","29","Preliminary Phase 2","Beethoven","Sonata in E-flat op.81a ""Les Adieux"""
"Susan Savage","United States","29","Preliminary Phase 2","Chopin","Sonata in B minor op.58"
"Susan Savage","United States","29","Preliminary Phase 2","Prokofiev","Sonata no.3 in A minor op.28"
"Susan Savage","United States","29","Semifinals Chamber","Brahms","Piano Quintet in F minor op.34"
"Susan Savage","United States","29","Recital Program","Schubert","Impromptu no.3 in B-flat op.142"
"Susan Savage","United States","29","Recital Program","Corigliano","Fantasia on an Ostinato"
"Susan Savage","United States","29","Recital Program","Falla","Two Dances fromThe Three-Cornered Hat"
"Susan Savage","United States","29","Recital Program","Chopin","Sonata in B minor op.58"
"Susan Savage","United States","29","Finals","Mozart","Piano Concerto no.20 in D minor K.466"
"Susan Savage","United States","29","Finals","Tchaikovsky","Piano Concerto no.1 in B-flat minor op.23"
"Ilan Rechtman","Israel","22","Preliminary Phase 1","Bach","Partita no. 5 in G BWV 807"
"Ilan Rechtman","Israel","22","Preliminary Phase 1","Haydn","Sonata in E-flat H.XVI/52"
"Ilan Rechtman","Israel","22","Preliminary Phase 1","Chopin","Ballade no. 1 in G minor op. 23, Etude in B minor op. 25 no. 10"
"Ilan Rechtman","Israel","22","Preliminary Phase 1","Liszt","Etude d'exécution transcendante no.5 ""Feux follets"""
"Ilan Rechtman","Israel","22","Preliminary Phase 2","Mozart","Sonata in D K.576"
"Ilan Rechtman","Israel","22","Preliminary Phase 2","Beethoven","Sonata in F minor op.57 ""Appassionata"""
"Ilan Rechtman","Israel","22","Preliminary Phase 2","Chopin","Ballade no.3 in A-flat op.47"
"Ilan Rechtman","Israel","22","Preliminary Phase 2","Prokofiev","Sonata no.7 in B-flat op.83"
"Ilan Rechtman","Israel","22","Semifinals Chamber","Brahms","Piano Quintet in F minor op.34"
"Ilan Rechtman","Israel","22","Recital Program","Scarlatti","Sonata in A L135, Sonata in D L14"
"Ilan Rechtman","Israel","22","Recital Program","Mozart","Rondo in A minor K.511"
"Ilan Rechtman","Israel","22","Recital Program","Liszt","Sonata in B minor"
"Ilan Rechtman","Israel","22","Recital Program","Corigliano","Fantasia on an Ostinato"
"Ilan Rechtman","Israel","22","Recital Program","Rechtman","Fantasia"
"Ilan Rechtman","Israel","22","Finals","Mozart","Piano Concerto no.20 in D minor K.466"
"Ilan Rechtman","Israel","22","Finals","Brahms","Piano Concerto no.1 in D minor op.15"
"Thomas Otten","United States","24","Preliminary Phase 1","Bach","Partita no. 1 in B-flat BWV 825"
"Thomas Otten","United States","24","Preliminary Phase 1","Haydn","Sonata in D H.XVI/37"
"Thomas Otten","United States","24","Preliminary Phase 1","Chopin","Ballade no. 4 in F minor op. 52, Etude in G-flat op. 10 no. 5 ""Black Keys"""
"Thomas Otten","United States","24","Preliminary Phase 1","Rachmaninoff","Etude-tableau in C minor op.39 no.3"
"Thomas Otten","United States","24","Preliminary Phase 2","Mozart","Sonata in E-flat K.282"
"Thomas Otten","United States","24","Preliminary Phase 2","Beethoven","Sonata in E-flat op.81a ""Les Adieux"""
"Thomas Otten","United States","24","Preliminary Phase 2","Schumann","Études symphoniques op.13"
"Thomas Otten","United States","24","Preliminary Phase 2","Debussy","Images, Book II: no.3 ""Poissons d'or"""
"Thomas Otten","United States","24","Semifinals Chamber","Brahms","Piano Quintet in F minor op.34"
"Thomas Otten","United States","24","Recital Program","Corigliano","Fantasia on an Ostinato"
"Thomas Otten","United States","24","Recital Program","Debussy","Images, Book II"
"Thomas Otten","United States","24","Recital Program","Beethoven","Sonata in C minor op.111"
"Thomas Otten","United States","24","Finals","Beethoven","Piano Concerto no.2 in B-flat op.19"
"Thomas Otten","United States","24","Finals","Prokofiev","Piano Concerto no.3 in C op.26"
"Károly Mocsári","Hungary","22","Preliminary Phase 1","Bach","Italian Concerto BWV 971"
"Károly Mocsári","Hungary","22","Preliminary Phase 1","Beethoven","Sonata in C minor op.13 ""Pathétique"""
"Károly Mocsári","Hungary","22","Preliminary Phase 1","Chopin","Ballade no.2 in F op.38, Etude in C# minor op.10 no.4"
"Károly Mocsári","Hungary","22","Preliminary Phase 1","Liszt","Etude de concert no.2 in F minor ""La leggerezza"""
"Károly Mocsári","Hungary","22","Preliminary Phase 2","Mozart","Sonata in A K.310"
"Károly Mocsári","Hungary","22","Preliminary Phase 2","Beethoven","Sonata in F minor op.57 ""Appassionata"""
"Károly Mocsári","Hungary","22","Preliminary Phase 2","Liszt","Fantasy and Fugue in G minor ""B.A.C.H."""
"Károly Mocsári","Hungary","22","Preliminary Phase 2","Prokofiev","Sonata no.3 in A minor op.28"
"Károly Mocsári","Hungary","22","Semifinals Chamber","Schumann","Piano Quintet in E-flat op.44"
"Károly Mocsári","Hungary","22","Recital Program","Rachmaninoff","Polichinelle op.3 no.4, Humoresque op.10 no.5, Prelude in G minor op.23 no.5"
"Károly Mocsári","Hungary","22","Recital Program","Balakirev","Islamey: Oriental Fantasia"
"Károly Mocsári","Hungary","22","Recital Program","Corigliano","Fantasia on an Ostinato"
"Károly Mocsári","Hungary","22","Recital Program","Liszt","Sonata in B minor"
"Károly Mocsári","Hungary","22","Finals","Mozart","Piano Concerto no.20 in D minor K.466"
"Károly Mocsári","Hungary","22","Finals","Rachmaninoff","Piano Concerto no.3 in D minor op.30"
"Yuki Matsuzawa","Japan","26","Preliminary Phase 1","Bach","Italian Concerto BWV 971"
"Yuki Matsuzawa","Japan","26","Preliminary Phase 1","Beethoven","Sonata in C op.2 no.3"
"Yuki Matsuzawa","Japan","26","Preliminary Phase 1","Chopin","Scherzo no.2 in B-flat minor op.31, Etude in F op.10 no.8"
"Yuki Matsuzawa","Japan","26","Preliminary Phase 1","Liszt","Etude d'exécution transcendante no.5 ""Feux follets"""
"Yuki Matsuzawa","Japan","26","Preliminary Phase 2","Mozart","Sonata in B-flat K.333"
"Yuki Matsuzawa","Japan","26","Preliminary Phase 2","Beethoven","Sonata in E-flat op.81a ""Les Adieux"""
"Yuki Matsuzawa","Japan","26","Preliminary Phase 2","Liszt","Après une lecture de Dante"
"Yuki Matsuzawa","Japan","26","Preliminary Phase 2","Scriabin","Sonata no.5 in F# op.53"
"Yuki Matsuzawa","Japan","26","Semifinals Chamber","Dvořák","Piano Quintet in A op.81"
"Yuki Matsuzawa","Japan","26","Recital Program","Corigliano","Fantasia on an Ostinato"
"Yuki Matsuzawa","Japan","26","Recital Program","Beethoven","Sonata in C op.2 no.3"
"Yuki Matsuzawa","Japan","26","Recital Program","Chopin","Sonata in B-flat minor op.35"
"Yuki Matsuzawa","Japan","26","Finals","Beethoven","Piano Concerto no.2 in B-flat op.19"
"Yuki Matsuzawa","Japan","26","Finals","Prokofiev","Piano Concerto no.3 in C op.26"
"Paul Maillet","United States","27","Preliminary Phase 1","Bach","Partita no. 5 in G BWV 829"
"Paul Maillet","United States","27","Preliminary Phase 1","Beethoven","Sonata in B-flat op. 22"
"Paul Maillet","United States","27","Preliminary Phase 1","Chopin","Polonaise-Fantaisie in A-flat op. 61, Etude in C# minor op. 10 no. 4"
"Paul Maillet","United States","27","Preliminary Phase 1","Prokofiev","Toccata in D minor op.11"
"Paul Maillet","United States","27","Preliminary Phase 2","Mozart","Sonata in B-flat K.570"
"Paul Maillet","United States","27","Preliminary Phase 2","Beethoven","Sonata in A-flat op.81a ""Les Adieux"""
"Paul Maillet","United States","27","Preliminary Phase 2","Rachmaninoff","Sonata in B-flat minor op.36"
"Paul Maillet","United States","27","Preliminary Phase 2","Bartók","Sonata"
"Paul Maillet","United States","27","Semifinals Chamber","Dvořák","Piano Quintet in A op.81"
"Paul Maillet","United States","27","Recital Program","Mozart","Rondo in D K.485"
"Paul Maillet","United States","27","Recital Program","Beethoven","Sonata in E-flat op.81a ""Les Adieux"""
"Paul Maillet","United States","27","Recital Program","Corigliano","Fantasia on an Ostinato"
"Paul Maillet","United States","27","Recital Program","Prokofiev","Toccata op.11"
"Paul Maillet","United States","27","Recital Program","Brahms","Variations and Fugue on a Theme of Handel op.24"
"Paul Maillet","United States","27","Finals","Mozart","Piano Concerto no.25 in C K.503"
"Paul Maillet","United States","27","Finals","Rachmaninoff","Piano Concerto no.3 in D minor op.30"
"Norman Krieger","United States","28","Preliminary Phase 1","Bach","Chromatic Fantasy and Fugue BWV 903"
"Norman Krieger","United States","28","Preliminary Phase 1","Beethoven","Sonata in A op. 2 no. 2"
"Norman Krieger","United States","28","Preliminary Phase 1","Chopin","Ballade no. 1 in G minor op. 23, Etude in B minor op. 25 no. 10"
"Norman Krieger","United States","28","Preliminary Phase 1","Rachmaninoff","Etude in E-flat op. 33 no. 2"
"Norman Krieger","United States","28","Preliminary Phase 2","Mozart","Sonata in C K.330"
"Norman Krieger","United States","28","Preliminary Phase 2","Beethoven","Sonata in F minor op.57 ""Appassionata"""
"Norman Krieger","United States","28","Preliminary Phase 2","Liszt","Hungarian Rhapsody no.6 in D-flat"
"Norman Krieger","United States","28","Preliminary Phase 2","Berg","Sonata op.1"
"Norman Krieger","United States","28","Semifinals Chamber","Schumann","Piano Quintet in E-flat op.44"
"Norman Krieger","United States","28","Recital Program","Chopin","Polonaise in F# minor op.44"
"Norman Krieger","United States","28","Recital Program","Beethoven","Sonata in D minor op.31 no.2"
"Norman Krieger","United States","28","Recital Program","Corigliano","Fantasia on an Ostinato"
"Norman Krieger","United States","28","Recital Program","Rachmaninoff","Prelude in G op.32 no.5"
"Norman Krieger","United States","28","Recital Program","Liszt","Après une lecture de Dante"
"Norman Krieger","United States","28","Finals","Mozart","Piano Concerto no.24 in C minor K.491"
"Norman Krieger","United States","28","Finals","Brahms","Piano Concerto no.1 in D minor op.15"
"Youngho Kim","Korea","28","Preliminary Phase 1","Bach","Partita no. 1 in B-flat BWV 825"
"Youngho Kim","Korea","28","Preliminary Phase 1","Haydn","Sonata in F H.XVI/23"
"Youngho Kim","Korea","28","Preliminary Phase 1","Chopin","Polonaise-Fantaisie in A-flat op. 61, Etude in A minor op. 10 no. 2"
"Youngho Kim","Korea","28","Preliminary Phase 1","Rachmaninoff","Etude-tableau in B minor op. 39 no. 4"
"Youngho Kim","Korea","28","Preliminary Phase 2","Mozart","Sonata in F K.332"
"Youngho Kim","Korea","28","Preliminary Phase 2","Beethoven","Sonata in C op.53 ""Waldstein"""
"Youngho Kim","Korea","28","Preliminary Phase 2","Brahms","Variations and Fugue on a Theme of Handel op.24"
"Youngho Kim","Korea","28","Preliminary Phase 2","Ravel","Miroirs: Oiseaux tristes, Une barque sur l’océan, Alborada del gracioso"
"Youngho Kim","Korea","28","Semifinals Chamber","Dvořák","Piano Quintet in A op.81"
"Youngho Kim","Korea","28","Recital Program","Chopin","Sonata in B-flat minor op.35"
"Youngho Kim","Korea","28","Recital Program","Prokofiev","Sonata no.7 in B-flat op.83"
"Youngho Kim","Korea","28","Recital Program","Corigliano","Fantasia on an Ostinato"
"Youngho Kim","Korea","28","Finals","Mozart","Piano Concerto no.20 in D minor K.466"
"Youngho Kim","Korea","28","Finals","Rachmaninoff","Piano Concerto no.2 in C minor op.18"
"Ingrid Jacoby","United States","26","Preliminary Phase 1","Bach","Partita no. 2 in C minor BWV 826"
"Ingrid Jacoby","United States","26","Preliminary Phase 1","Beethoven","Sonata in D op.10 no.3"
"Ingrid Jacoby","United States","26","Preliminary Phase 1","Chopin","Barcarolle in F# op.60, Etude in C op.10 no.1"
"Ingrid Jacoby","United States","26","Preliminary Phase 1","Rachmaninoff","Etude-tableau in D op.39 no.9"
"Ingrid Jacoby","United States","26","Preliminary Phase 2","Mozart","Sonata in B-flat K.333"
"Ingrid Jacoby","United States","26","Preliminary Phase 2","Beethoven","Sonata in E op.109"
"Ingrid Jacoby","United States","26","Preliminary Phase 2","Schumann","Kreisleriana op.16"
"Ingrid Jacoby","United States","26","Preliminary Phase 2","Falla","Fantasia Baetica"
"Ingrid Jacoby","United States","26","Semifinals Chamber","Brahms","Piano Quintet in F minor op.34"
"Ingrid Jacoby","United States","26","Recital Program","Bach-Busoni","Chaconne in D minor"
"Ingrid Jacoby","United States","26","Recital Program","Debussy","Estampes: Jardins sous la pluie"
"Ingrid Jacoby","United States","26","Recital Program","Corigliano","Fantasia on an Ostinato"
"Ingrid Jacoby","United States","26","Recital Program","Mussorgsky","Pictures at an Exhibition"
"Ingrid Jacoby","United States","26","Finals","Beethoven","Piano Concerto no.2 in B-flat op.19"
"Ingrid Jacoby","United States","26","Finals","Rachmaninoff","Piano Concerto no.2 in C minor op.18"
"Diane Hidy","United States","26","Preliminary Phase 1","Bach","English Suite no. 2 in A minor BWV 807"
"Diane Hidy","United States","26","Preliminary Phase 1","Beethoven","Sonata in C op. 2 no. 3"
"Diane Hidy","United States","26","Preliminary Phase 1","Chopin","Scherzo no. 3 in C# minor op. 39, Etude in G-flat op. 10 no. 5 ""Black Keys"""
"Diane Hidy","United States","26","Preliminary Phase 1","Scriabin","Etude in C# minor op. 42 no.5"
"Diane Hidy","United States","26","Preliminary Phase 2","Mozart","Sonata in D K.576"
"Diane Hidy","United States","26","Preliminary Phase 2","Beethoven","Sonata in A op.101"
"Diane Hidy","United States","26","Preliminary Phase 2","Chopin","Ballade no.4 in F minor op.52"
"Diane Hidy","United States","26","Preliminary Phase 2","Ravel","Gaspard de la nuit"
"Diane Hidy","United States","26","Semifinals Chamber","Brahms","Piano Quintet in F minor op.34"
"Diane Hidy","United States","26","Recital Program","Ravel","Gaspard de la nuit"
"Diane Hidy","United States","26","Recital Program","Corigliano","Fantasia on an Ostinato"
"Diane Hidy","United States","26","Recital Program","Schumann","Études symphoniques op.13"
"Diane Hidy","United States","26","Finals","Mozart","Piano Concerto no.25 in C K.503"
"Diane Hidy","United States","26","Finals","Brahms","Piano Concerto no.1 in D minor op.15"
"Eduardus Halim","Indonesia","23","Preliminary Phase 1","Bach","Partita no. 4 in D BWV 828"
"Eduardus Halim","Indonesia","23","Preliminary Phase 1","Haydn","Sonata in A-flat H.XVI/46"
"Eduardus Halim","Indonesia","23","Preliminary Phase 1","Chopin","Polonaise in F# minor op. 44, Etude in G# minor op. 25 no. 6"
"Eduardus Halim","Indonesia","23","Preliminary Phase 1","Rachmaninoff","Etude-tableau in D op. 39 no. 9"
"Eduardus Halim","Indonesia","23","Preliminary Phase 2","Mozart","Sonata in B-flat K.570"
"Eduardus Halim","Indonesia","23","Preliminary Phase 2","Beethoven","Sonata in E-flat op.81a ""Les Adieux"""
"Eduardus Halim","Indonesia","23","Preliminary Phase 2","Brahms","Variations on a Theme of Paganini op.35 Books I and II"
"Eduardus Halim","Indonesia","23","Preliminary Phase 2","Prokofiev","Sonata no.2 in D minor op.14"
"Eduardus Halim","Indonesia","23","Semifinals Chamber","Brahms","Piano Quintet in F minor op.34"
"Eduardus Halim","Indonesia","23","Recital Program","Schumann","Davidsbündlertänze op.6"
"Eduardus Halim","Indonesia","23","Recital Program","Prokofiev","Sonata no.2 in D minor op.14"
"Eduardus Halim","Indonesia","23","Recital Program","Corigliano","Fantasia on an Ostinato"
"Eduardus Halim","Indonesia","23","Finals","Mozart","Piano Concerto no.24 in C minor K.491"
"Eduardus Halim","Indonesia","23","Finals","Rachmaninoff","Piano Concerto no.3 in D minor op.30"
"José Feghali","Brazil","24","Preliminary Phase 1","Bach","English Suite no. 2 in A minor BWV 807"
"José Feghali","Brazil","24","Preliminary Phase 1","Haydn","Sonata in E-flat H.XVI/52"
"José Feghali","Brazil","24","Preliminary Phase 1","Chopin","Scherzo no. 1 in B minor op. 20, Etude in C op. 10 no. 1"
"José Feghali","Brazil","24","Preliminary Phase 1","Liszt","Grande étude de Paganini no. 6 in A minor"
"José Feghali","Brazil","24","Preliminary Phase 2","Mozart","Sonata in D K.311"
"José Feghali","Brazil","24","Preliminary Phase 2","Beethoven","Sonata in F minor op. 57 ""Appassionata"""
"José Feghali","Brazil","24","Preliminary Phase 2","Chopin","Fantaisie in F minor op.49"
"José Feghali","Brazil","24","Preliminary Phase 2","Berg","Sonata op.1"
"José Feghali","Brazil","24","Semifinals Chamber","Dvořák","Piano Quintet in A op.81"
"José Feghali","Brazil","24","Recital Program","Schumann","Carnaval op.9"
"José Feghali","Brazil","24","Recital Program","Corigliano","Fantasia on an Ostinato"
"José Feghali","Brazil","24","Recital Program","Prokofiev","Sonata no.7 in B-flat op.82"
"José Feghali","Brazil","24","Finals","Mozart","Piano Concerto no.24 in C minor K.491"
"José Feghali","Brazil","24","Finals","Tchaikovsky","Piano Concerto no.1 in B-flat minor op.23"
"Thomas Duis","West Germany","26","Preliminary Phase 1","Bach","Partita no. 5 in G BWV 829"
"Thomas Duis","West Germany","26","Preliminary Phase 1","Beethoven","Sonata in B-flat op. 22"
"Thomas Duis","West Germany","26","Preliminary Phase 1","Chopin","Ballade no. 1 in G minor op. 23, Etude in C op. 10 no. 1"
"Thomas Duis","West Germany","26","Preliminary Phase 1","Liszt","Etude d'exécution transcendante no. 10 in F minor"
"Thomas Duis","West Germany","26","Preliminary Phase 2","Mozart","Sonata in D K.576"
"Thomas Duis","West Germany","26","Preliminary Phase 2","Beethoven","Sonata in F minor op. 57 ""Appassionata"""
"Thomas Duis","West Germany","26","Preliminary Phase 2","Brahms","Sonata no. 1 in C op. 1"
"Thomas Duis","West Germany","26","Preliminary Phase 2","Prokofiev","Sarcasms op.17"
"Thomas Duis","West Germany","26","Semifinals Chamber","Brahms","Piano Quintet in F minor op.34"
"Thomas Duis","West Germany","26","Recital Program","Corigliano","Fantasia on an Ostinato"
"Thomas Duis","West Germany","26","Recital Program","Rachmaninoff","Variations on a Theme of Corelli op.42"
"Thomas Duis","West Germany","26","Recital Program","Prokofiev","Sonata no.6 in A op.82"
"Thomas Duis","West Germany","26","Finals","Mozart","Piano Concerto no.20 in D minor K.466"
"Thomas Duis","West Germany","26","Finals","Brahms","Piano Concerto no.1 in D minor op.15"
"Barry Douglas","United Kingdom","25","Preliminary Phase 1","Bach","Partita no. 5 in G BWV 829"
"Barry Douglas","United Kingdom","25","Preliminary Phase 1","Beethoven","Sonata in E-flat op. 7"
"Barry Douglas","United Kingdom","25","Preliminary Phase 1","Chopin","Scherzo no. 3 in C# minor op. 39, Etude in A minor op. 25 no. 11 ""Winter Wind"""
"Barry Douglas","United Kingdom","25","Preliminary Phase 1","Schumann","Toccata in C op. 7"
"Barry Douglas","United Kingdom","25","Preliminary Phase 2","Mozart","Sonata in C K.330"
"Barry Douglas","United Kingdom","25","Preliminary Phase 2","Beethoven","Sonata in A-flat op. 110"
"Barry Douglas","United Kingdom","25","Preliminary Phase 2","Liszt","Après une lecture de Dante"
"Barry Douglas","United Kingdom","25","Preliminary Phase 2","Scriabin","Sonata no.4 in F# op.30"
