"ddCompetitor","Country","Age","Stage","Composer","Associated Piece"
"Michael Korstick","Federal Republic of Germany","26","Finals","Beethoven","Piano Concerto No.2 in B-flat, Op.19"
"Michael Korstick","Federal Republic of Germany","26","Finals","Prokofiev","Piano Concerto No.3 in C, Op.26"
"Alan Kogosowski","Australia","28","Preliminary Phase I","J.S. Bach","English Suite No. 3 in G minor, BWV 808"
"Alan Kogosowski","Australia","28","Preliminary Phase I","Beethoven","Sonata in C# minor, Op. 27 No. 2"
"Alan Kogosowski","Australia","28","Preliminary Phase I","Chopin","Scherzo in B-flat minor, Op. 31; Etude in A minor, Op. 10 No. 2"
"Alan Kogosowski","Australia","28","Preliminary Phase I","Liszt","Etude d'exécution transcendante No. 5 in B-flat ""Feux Follets"""
"Alan Kogosowski","Australia","28","Preliminary Phase II","Mozart","Sonata in F, K. 332"
"Alan Kogosowski","Australia","28","Preliminary Phase II","Beethoven","Sonata in F minor, Op. 57"
"Alan Kogosowski","Australia","28","Preliminary Phase II","Chopin","Fantaisie in F minor, Op. 49"
"Alan Kogosowski","Australia","28","Preliminary Phase II","Ravel","La Valse"
"Alan Kogosowski","Australia","28","Semi-Finals Chamber","Brahms","Piano Quintet in F minor, Op. 34"
"Alan Kogosowski","Australia","28","Semi-Finals Recital","Schumann","Fantasie in C, Op. 17"
"Alan Kogosowski","Australia","28","Semi-Finals Recital","Bernstein","Touches"
"Alan Kogosowski","Australia","28","Semi-Finals Recital","Liszt","Réminiscences de Norma"
"Alan Kogosowski","Australia","28","Finals","Mozart","Piano Concerto in C minor, K.491"
"Alan Kogosowski","Australia","28","Finals","Rachmaninoff","Piano Concerto No.3 in D minor, Op.30"
"Christina Kiss","Hungary","23","Preliminary Phase I","J.S. Bach","Italian Concerto, BWV 971"
"Christina Kiss","Hungary","23","Preliminary Phase I","Beethoven","Sonata in D, Op. 10 No. 3"
"Christina Kiss","Hungary","23","Preliminary Phase I","Chopin","Ballade in F minor, Op. 52; Etude in F, Op. 10 No. 8"
"Christina Kiss","Hungary","23","Preliminary Phase I","Liszt","Etude d'exécution transcendante No. 10 in F minor"
"Christina Kiss","Hungary","23","Preliminary Phase II","Mozart","Sonata in D, K.284"
"Christina Kiss","Hungary","23","Preliminary Phase II","Beethoven","Sonata in E, Op.109"
"Christina Kiss","Hungary","23","Preliminary Phase II","Schumann","Études Symphoniques, Op.13"
"Christina Kiss","Hungary","23","Preliminary Phase II","Bartók","Sonata"
"Christina Kiss","Hungary","23","Semi-Finals Chamber","Schumann","Piano Quintet in E-flat, Op.44"
"Christina Kiss","Hungary","23","Semi-Finals Recital","J.S. Bach","French Suite No.6 in E, BWV 817"
"Christina Kiss","Hungary","23","Semi-Finals Recital","Bernstein","Touches"
"Christina Kiss","Hungary","23","Semi-Finals Recital","Chopin","Ballade in F minor, Op.52"
"Christina Kiss","Hungary","23","Semi-Finals Recital","Liszt","Sonata in B minor"
"Christina Kiss","Hungary","23","Semi-Finals Recital","Bartók","Suite, Op.14"
"Christina Kiss","Hungary","23","Finals","Mozart","Piano Concerto in E-flat, K.271"
"Christina Kiss","Hungary","23","Finals","Prokofiev","Piano Concerto No.3 in C, Op.26"
"Chan Hee Kim","U.S.A.","23","Preliminary Phase I","Bach","Toccata in C minor, BWV 911"
"Chan Hee Kim","U.S.A.","23","Preliminary Phase I","Haydn","Sonata in C, Hob. XVI-50"
"Chan Hee Kim","U.S.A.","23","Preliminary Phase I","Chopin","Ballade in G minor, Op. 23; Etude in C# minor, Op. 10 No. 4"
"Chan Hee Kim","U.S.A.","23","Preliminary Phase I","Liszt","Etude d'après Paganini No. 3 in G# minor (""La Campanella"")"
"Chan Hee Kim","U.S.A.","23","Preliminary Phase II","Mozart","Sonata in B-flat, K. 570"
"Chan Hee Kim","U.S.A.","23","Preliminary Phase II","Beethoven","Sonata in F minor, Op. 57"
"Chan Hee Kim","U.S.A.","23","Preliminary Phase II","Chopin","Sonata in B-flat minor, Op. 35"
"Chan Hee Kim","U.S.A.","23","Preliminary Phase II","Copland","Piano Variations"
"Chan Hee Kim","U.S.A.","23","Semi-Finals Chamber","Schumann","Piano Quintet in E-flat, Op. 44"
"Chan Hee Kim","U.S.A.","23","Semi-Finals Recital","Mozart","Sonata in B-flat, K. 570"
"Chan Hee Kim","U.S.A.","23","Semi-Finals Recital","Ravel","Miroirs: Alborada del Gracioso; Oiseaux Tristes"
"Chan Hee Kim","U.S.A.","23","Semi-Finals Recital","Liszt","Sonata in B minor"
"Chan Hee Kim","U.S.A.","23","Semi-Finals Recital","Bernstein","Touches"
"Chan Hee Kim","U.S.A.","23","Finals","Mozart","Piano Concerto in C minor, K.491"
"Chan Hee Kim","U.S.A.","23","Finals","Tchaikovsky","Piano Concerto No.1 in B-flat minor, Op.23"
"François Kerdoncuff","France","27","Preliminary Phase I","J.S. Bach","Partita No. 1 in B-flat, BWV 825"
"François Kerdoncuff","France","27","Preliminary Phase I","Haydn","Sonata in E-flat, Hob. XVI-52"
"François Kerdoncuff","France","27","Preliminary Phase I","Chopin","Ballade in F, Op. 38; Etude in C, Op. 10 No. 1"
"François Kerdoncuff","France","27","Preliminary Phase I","Rachmaninoff","Etude-Tableau in C minor, Op. 39 No. 1"
"François Kerdoncuff","France","27","Preliminary Phase II","Mozart","Sonata in E-flat, K.282"
"François Kerdoncuff","France","27","Preliminary Phase II","Beethoven","Sonata in C minor, Op.111"
"François Kerdoncuff","France","27","Preliminary Phase II","Liszt","Fantasia quasi Sonata: Après une lecture de Dante"
"François Kerdoncuff","France","27","Preliminary Phase II","Debussy","Estampes"
"François Kerdoncuff","France","27","Semifinals Chamber","Brahms","Piano Quintet in F minor, Op.34"
"François Kerdoncuff","France","27","Semifinals Recital","Bernstein","Touches"
"François Kerdoncuff","France","27","Semifinals Recital","Chopin","Sonata in B-flat minor, Op.35"
"François Kerdoncuff","France","27","Semifinals Recital","Shostakovich","Prelude and Fugue in G# minor, Op.87 No.12"
"François Kerdoncuff","France","27","Semifinals Recital","Ravel","Gaspard de la nuit"
"François Kerdoncuff","France","27","Finals","Mozart","Piano Concerto in C minor, K.491"
"François Kerdoncuff","France","27","Finals","Rachmaninoff","Piano Concerto No.2 in C minor, Op.18"
"Jeffrey Kahane","United States","24","Preliminary Phase I","Bach","Partita No. 4 in D, BWV 828"
"Jeffrey Kahane","United States","24","Preliminary Phase I","Beethoven","Sonata in A, Op. 2 No. 2"
"Jeffrey Kahane","United States","24","Preliminary Phase I","Chopin","Scherzo in E, Op. 54; Etude in A-flat, Op. 10 No. 10"
"Jeffrey Kahane","United States","24","Preliminary Phase I","Rachmaninoff","Etude-Tableau in F# minor, Op. 39 No. 3"
"Jeffrey Kahane","United States","24","Preliminary Phase II","Mozart","Sonata in B-flat, K. 570"
"Jeffrey Kahane","United States","24","Preliminary Phase II","Beethoven","Sonata in E, Op. 109"
"Jeffrey Kahane","United States","24","Preliminary Phase II","Schumann","Fantasie in C, Op. 17"
"Jeffrey Kahane","United States","24","Preliminary Phase II","Debussy","Images, Book One"
"Jeffrey Kahane","United States","24","Semifinals Chamber","Dvořák","Piano Quintet in A, Op. 81"
"Jeffrey Kahane","United States","24","Semifinals Recital","Mendelssohn","Song Without Words in A-flat, Op.38 No.6"
"Jeffrey Kahane","United States","24","Semifinals Recital","Chopin","Variations Brillantes in B-flat, Op.12"
"Jeffrey Kahane","United States","24","Semifinals Recital","Bernstein","Touches"
"Jeffrey Kahane","United States","24","Semifinals Recital","Bach","Prelude and Fugue in E-flat minor (The Well-Tempered Clavier Book I)"
"Jeffrey Kahane","United States","24","Semifinals Recital","Schumann","Fantasie in C, Op.17"
"Jeffrey Kahane","United States","24","Finals","Mozart","Piano Concerto in E-flat, K.271"
"Jeffrey Kahane","United States","24","Finals","Brahms","Piano Concerto No.1 in D minor, Op.15"
"qcompetitor","Country","Age","Stage","Composer","Associated Piece"
"Sayuri Iida","Japan","28","Preliminary Phase I","Bach","Toccata in C minor, BWV 911"
"Sayuri Iida","Japan","28","Preliminary Phase I","Haydn","Sonata in E-flat, Hob. XVI-52"
"Sayuri Iida","Japan","28","Preliminary Phase I","Chopin","Ballade in F minor, Op. 52; Etude in C# minor, Op. 10 No. 4"
"Sayuri Iida","Japan","28","Preliminary Phase I","Rachmaninoff","Etude-Tableau in C minor, Op. 39 No. 1"
"Sayuri Iida","Japan","28","Preliminary Phase II","Mozart","Sonata in C minor, K. 457"
"Sayuri Iida","Japan","28","Preliminary Phase II","Beethoven","Sonata in A, Op. 101"
"Sayuri Iida","Japan","28","Preliminary Phase II","Schumann","Kreisleriana, Op. 16"
"Sayuri Iida","Japan","28","Preliminary Phase II","Prokofiev","Sonata No. 8 in B-flat, Op. 84 (Second Movement, Third Movement)"
"Sayuri Iida","Japan","28","Semi-Finals Chamber","Brahms","Piano Quintet in F minor, Op. 34"
"Sayuri Iida","Japan","28","Semi-Finals Recital","Fauré","Nocturne No. 13 in B minor"
"Sayuri Iida","Japan","28","Semi-Finals Recital","Rachmaninoff","Etudes-Tableaux, Op. 39: Nos.6 in A minor, No.2 in A minor, No.9 in D"
"Sayuri Iida","Japan","28","Semi-Finals Recital","Mussorgsky","Pictures from an Exhibition"
"Sayuri Iida","Japan","28","Semi-Finals Recital","Bernstein","Touches"
"Sayuri Iida","Japan","28","Finals","Mozart","Piano Concerto in C minor, K.491"
"Sayuri Iida","Japan","28","Finals","Rachmaninoff","Piano Concerto No.3 in D minor, Op.30"
"Duane Hulbert","United States","25","Preliminary Phase I","Bach","Toccata in D, BWV 912"
"Duane Hulbert","United States","25","Preliminary Phase I","Haydn","Sonata in A-flat, Hob. XVI-46"
"Duane Hulbert","United States","25","Preliminary Phase I","Chopin","Polonaise-Fantaisie in A-flat, Op. 61; Etude in A minor, Op. 25 No. 11"
"Duane Hulbert","United States","25","Preliminary Phase I","Liszt","Etude d'exécution transcendante No. 10 in F minor"
"Duane Hulbert","United States","25","Preliminary Phase II","Mozart","Sonata in F, K. 332"
"Duane Hulbert","United States","25","Preliminary Phase II","Beethoven","Sonata in C minor, Op. 111"
"Duane Hulbert","United States","25","Preliminary Phase II","Brahms","Variations and Fugue on a Theme of Handel, Op. 24"
"Duane Hulbert","United States","25","Preliminary Phase II","Albéniz","Iberia: Fête-Dieu à Séville, Evocation, Triana"
"Duane Hulbert","United States","25","Semi-Finals Chamber","Dvořák","Piano Quintet in A, Op. 81"
"Duane Hulbert","United States","25","Semi-Finals Recital","Bach","Toccata in D, BWV 912"
"Duane Hulbert","United States","25","Semi-Finals Recital","Schumann","Fantasiestücke, Op. 12"
"Duane Hulbert","United States","25","Semi-Finals Recital","Barber","Sonata in E-flat minor, Op. 26"
"Duane Hulbert","United States","25","Semi-Finals Recital","Bernstein","Touches"
"Duane Hulbert","United States","25","Finals","Mozart","Piano Concerto in C minor, K.491"
"Duane Hulbert","United States","25","Finals","Barber","Piano Concerto"
"Steven Hall","United States","27","Preliminary Phase I","Bach","English Suite No. 4 in F, BWV 809"
"Steven Hall","United States","27","Preliminary Phase I","Beethoven","Sonata in G, Op. 31 No. 1"
"Steven Hall","United States","27","Preliminary Phase I","Chopin","Polonaise-Fantaisie in A-flat, Op. 61; Etude in G# minor, Op. 25 No. 6"
"Steven Hall","United States","27","Preliminary Phase I","Scriabin","Etude in C# minor, Op. 42 No. 5"
"Steven Hall","United States","27","Preliminary Phase II","Mozart","Sonata in F, K. 533/494"
"Steven Hall","United States","27","Preliminary Phase II","Beethoven","Sonata in A-flat, Op. 110"
"Steven Hall","United States","27","Preliminary Phase II","Chopin","Sonata in B minor, Op. 58"
"Steven Hall","United States","27","Preliminary Phase II","Schoenberg","Drei Klavierstücke, Op. 11"
"Steven Hall","United States","27","Semi-Finals Chamber","Brahms","Piano Quintet in F minor, Op. 34"
"Steven Hall","United States","27","Semi-Finals Recital","Schubert","Sonata in B-flat, D.960"
"Steven Hall","United States","27","Semi-Finals Recital","Ravel","Gaspard de la nuit"
"Steven Hall","United States","27","Semi-Finals Recital","Bernstein","Touches"
"Steven Hall","United States","27","Finals","Beethoven","Piano Concerto No.2 in B-flat, Op.19"
"Steven Hall","United States","27","Finals","Brahms","Piano Concerto No.2 in B-flat, Op.83"
"Konstanze Eickhorst","Federal Republic of Germany","20","Preliminary Phase I","Bach","Chromatic Fantasia and Fugue, BWV 912"
"Konstanze Eickhorst","Federal Republic of Germany","20","Preliminary Phase I","Beethoven","Sonata in C, Op. 2 No. 3"
"Konstanze Eickhorst","Federal Republic of Germany","20","Preliminary Phase I","Chopin","Barcarolle in F#, Op. 60; Etude in A-flat, Op. 10 No. 10"
"Konstanze Eickhorst","Federal Republic of Germany","20","Preliminary Phase I","Liszt","Etude d'exécution transcendante No. 10 in F minor"
"Konstanze Eickhorst","Federal Republic of Germany","20","Preliminary Phase II","Mozart","Sonata in D, K. 576"
"Konstanze Eickhorst","Federal Republic of Germany","20","Preliminary Phase II","Beethoven","Sonata in C minor, Op. 111"
"Konstanze Eickhorst","Federal Republic of Germany","20","Preliminary Phase II","Liszt","Réminiscences de Don Juan"
"Konstanze Eickhorst","Federal Republic of Germany","20","Preliminary Phase II","Debussy","Suite: Pour le piano"
"Konstanze Eickhorst","Federal Republic of Germany","20","Semi-Finals Chamber","Dvořák","Piano Quintet in A, Op. 81"
"Konstanze Eickhorst","Federal Republic of Germany","20","Semi-Finals Recital","Prokofiev","Sarcasms, Op. 17"
"Konstanze Eickhorst","Federal Republic of Germany","20","Semi-Finals Recital","Schumann","Fantasiestücke, Op. 12"
"Konstanze Eickhorst","Federal Republic of Germany","20","Semi-Finals Recital","Liszt","Réminiscences de Don Juan"
"Konstanze Eickhorst","Federal Republic of Germany","20","Semi-Finals Recital","Bernstein","Touches"
"Konstanze Eickhorst","Federal Republic of Germany","20","Finals","Mozart","Piano Concerto in C minor, K.491"
"Konstanze Eickhorst","Federal Republic of Germany","20","Finals","Liszt","Piano Concerto No.2 in A"
"Michael Dulin","United States","28","Preliminary Phase I","Bach","Partita No. 5 in G, BWV 829"
"Michael Dulin","United States","28","Preliminary Phase I","Beethoven","Sonata in A, Op. 2 No. 2"
"Michael Dulin","United States","28","Preliminary Phase I","Chopin","Polonaise-Fantaisie in A-flat, Op. 61; Etude in C# minor, Op. 10 No. 4"
"Michael Dulin","United States","28","Preliminary Phase I","Schumann","Toccata in C, Op. 7"
"Michael Dulin","United States","28","Preliminary Phase II","Mozart","Sonata in F, K. 280"
"Michael Dulin","United States","28","Preliminary Phase II","Beethoven","Sonata in C, Op. 53"
"Michael Dulin","United States","28","Preliminary Phase II","Schumann","Carnaval, Op. 9"
"Michael Dulin","United States","28","Preliminary Phase II","Barber","Sonata in E-flat minor, Op. 26"
"Michael Dulin","United States","28","Semi-Finals Chamber","Schumann","Piano Quintet in E-flat, Op. 44"
"Michael Dulin","United States","28","Semi-Finals Recital","Schubert","Fantasia in C, D.760 ""Wanderer"""
"Michael Dulin","United States","28","Semi-Finals Recital","Bach-Busoni","Nun freut euch, lieben Christen gemein"
"Michael Dulin","United States","28","Semi-Finals Recital","Bach/Lüster","Siciliano in G minor"
"Michael Dulin","United States","28","Semi-Finals Recital","Chopin","Sonata in B minor, Op.58"
"Michael Dulin","United States","28","Semi-Finals Recital","Bernstein","Touches"
"Michael Dulin","United States","28","Finals","Beethoven","Piano Concerto No.2 in B-flat, Op.19"
"Michael Dulin","United States","28","Finals","Rachmaninoff","Rhapsody on a Theme of Paganini, Op.43"
"Barry Douglas","Northern Ireland","21","Preliminary Phase I","Bach","Toccata in D, BWV 912"
"Barry Douglas","Northern Ireland","21","Preliminary Phase I","Beethoven","Sonata in C, Op. 2 No. 3"
"Barry Douglas","Northern Ireland","21","Preliminary Phase I","Chopin","Polonaise-Fantaisie in A-flat, Op. 61; Etude in A-flat, Op. 10 No. 10"
"Barry Douglas","Northern Ireland","21","Preliminary Phase I","Liszt","Etude d'exécution transcendante No. 12 in B-flat minor ""Chasse-neige"""
"Barry Douglas","Northern Ireland","21","Preliminary Phase II","Mozart","Sonata in B-flat, K. 570"
"Barry Douglas","Northern Ireland","21","Preliminary Phase II","Beethoven","Sonata in F minor, Op. 57"
"Barry Douglas","Northern Ireland","21","Preliminary Phase II","Schumann","Faschingsschwank aus Wien, Op. 26"
"Barry Douglas","Northern Ireland","21","Preliminary Phase II","Scriabin","Sonata No. 5 in F#, Op. 53"
"Barry Douglas","Northern Ireland","21","Semi-Finals Chamber","Brahms","Piano Quintet in F minor, Op. 34"
"Barry Douglas","Northern Ireland","21","Semi-Finals Recital","Bach","Toccata in D, BWV 912"
"Barry Douglas","Northern Ireland","21","Semi-Finals Recital","Schumann","Fantasie in F minor, Op. 49"
"Barry Douglas","Northern Ireland","21","Semi-Finals Recital","Bernstein","Touches"
"Barry Douglas","Northern Ireland","21","Semi-Finals Recital","Liszt","Sonata in B minor"
"Barry Douglas","Northern Ireland","21","Finals","Beethoven","Piano Concerto No.2 in B-flat, Op.12"
"Barry Douglas","Northern Ireland","21","Finals","Rachmaninoff","Piano Concerto No.3 in D minor, Op.30"
"Vladimir Conta","Romania","27","Preliminary Phase I","Bach","Italian Concerto, BWV 971"
"Vladimir Conta","Romania","27","Preliminary Phase I","Beethoven","Sonata in C, Op. 2 No. 3"
"Vladimir Conta","Romania","27","Preliminary Phase I","Chopin","Polonaise in F# minor, Op. 44; Etude in B minor, Op. 25 No. 10"
"Vladimir Conta","Romania","27","Preliminary Phase I","Liszt","Etude d'après Paganini No. 6 in A minor"
"Vladimir Conta","Romania","27","Preliminary Phase II","Mozart","Sonata in A, K. 331"
"Vladimir Conta","Romania","27","Preliminary Phase II","Beethoven","Sonata in C, Op. 53"
"Vladimir Conta","Romania","27","Preliminary Phase II","Schubert","Fantasie in C, D.760 ""Wanderer"""
"Vladimir Conta","Romania","27","Preliminary Phase II","Bartók","Suite, Op.14"
"Vladimir Conta","Romania","27","Semi-Finals Chamber","Brahms","Piano Quintet in F minor, Op.34"
"Vladimir Conta","Romania","27","Semi-Finals Recital","Schubert","Four Impromptus, D.935"
"Vladimir Conta","Romania","27","Semi-Finals Recital","Bernstein","Touches"
"Vladimir Conta","Romania","27","Semi-Finals Recital","Mussorgsky","Pictures from an Exhibition"
"Vladimir Conta","Romania","27","Finals","Mozart","Piano Concerto in E-flat, K.271"
"Vladimir Conta","Romania","27","Finals","Brahms","Piano Concerto No.1 in D minor, Op.15"
"Vivian Choi","Hong Kong","20","Preliminary Phase I","Bach","Chromatic Fantasia and Fugue, BWV 903"
"Vivian Choi","Hong Kong","20","Preliminary Phase I","Haydn","Sonata in C, Hob. XVI-50"
"Vivian Choi","Hong Kong","20","Preliminary Phase I","Chopin","Ballade in F, Op. 38; Etude in A minor, Op. 25 No. 11"
"Vivian Choi","Hong Kong","20","Preliminary Phase I","Liszt","Etude d'exécution transcendante No. 10 in F minor"
"Vivian Choi","Hong Kong","20","Preliminary Phase II","Mozart","Sonata in B-flat, K. 570"
"Vivian Choi","Hong Kong","20","Preliminary Phase II","Beethoven","Sonata in E, Op. 109"
"Vivian Choi","Hong Kong","20","Preliminary Phase II","Chopin","Sonata in B minor, Op. 58"
"Vivian Choi","Hong Kong","20","Preliminary Phase II","Boulez","Sonata No. 2 (First Movement)"
"Vivian Choi","Hong Kong","20","Semi-Finals Chamber","Schumann","Piano Quintet in E-flat, Op. 44"
"Vivian Choi","Hong Kong","20","Semi-Finals Recital","Beethoven","Sonata in C minor, Op. 111"
"Vivian Choi","Hong Kong","20","Semi-Finals Recital","Ravel","Gaspard de la nuit"
"Vivian Choi","Hong Kong","20","Semi-Finals Recital","Bernstein","Touches"
"Vivian Choi","Hong Kong","20","Semi-Finals Recital","Chopin","Twenty-four Preludes, Op. 28: No.16 in B-flat minor, No.13 in F#, No.24 in D minor"
"Vivian Choi","Hong Kong","20","Finals","Beethoven","Piano Concerto No.2 in B-flat, Op.19"
"Vivian Choi","Hong Kong","20","Finals","Prokofiev","Piano Concerto No.3 in C, Op.26"
"Hung-Kuan Chen","Taiwan","23","Preliminary Phase I","Bach","Chromatic Fantasia and Fugue, BWV 903"
"Hung-Kuan Chen","Taiwan","23","Preliminary Phase I","Beethoven","Sonata in E-flat, Op. 7"
"Hung-Kuan Chen","Taiwan","23","Preliminary Phase I","Chopin","Polonaise-Fantaisie in A-flat, Op. 61; Etude in G# minor, Op. 25 No. 6"
"Hung-Kuan Chen","Taiwan","23","Preliminary Phase I","Liszt","Etude d'exécution transcendante No. 5 in B-flat ""Feux Follets"""
"Hung-Kuan Chen","Taiwan","23","Preliminary Phase II","Mozart","Sonata in C minor, K. 457"
"Hung-Kuan Chen","Taiwan","23","Preliminary Phase II","Beethoven","Sonata in B-flat, Op. 106"
"Hung-Kuan Chen","Taiwan","23","Preliminary Phase II","Chopin","Sonata in B-flat minor, Op. 35"
"Hung-Kuan Chen","Taiwan","23","Preliminary Phase II","Scriabin","Sonata No. 5 in F#, Op. 53"
"Hung-Kuan Chen","Taiwan","23","Semi-Finals Chamber","Brahms","Piano Quintet in F minor, Op. 34"
"Hung-Kuan Chen","Taiwan","23","Semi-Finals Recital","Bernstein","Touches"
"Hung-Kuan Chen","Taiwan","23","Semi-Finals Recital","Ravel","Gaspard de la nuit"
"Hung-Kuan Chen","Taiwan","23","Semi-Finals Recital","Beethoven","Sonata in C minor, Op. 111"
"Hung-Kuan Chen","Taiwan","23","Finals","Mozart","Piano Concerto in E-flat, K.271"
"Hung-Kuan Chen","Taiwan","23","Finals","Brahms","Piano Concerto No.2 in B-flat, Op.83"
"Frédéric Aguessy","France","25","Preliminary Phase 1","Bach","Toccata in D BWV 912"
"Frédéric Aguessy","France","25","Preliminary Phase 1","Haydn","Sonata in E-flat H.XVI/52"
"Frédéric Aguessy","France","25","Preliminary Phase 1","Chopin","Scherzo in B minor op.20, Etude in A minor op.25 no.11"
"Frédéric Aguessy","France","25","Preliminary Phase 1","Liszt","Etude d'après Paganini no.3 in G# minor ""La Campanella"""
"Frédéric Aguessy","France","25","Preliminary Phase 2","Mozart","Sonata in D K.576"
"Frédéric Aguessy","France","25","Preliminary Phase 2","Beethoven","Sonata in E-flat op.81a ""Les Adieux"""
"Frédéric Aguessy","France","25","Preliminary Phase 2","Brahms","Variations and Fugue on a Theme of Handel op.24"
"Frédéric Aguessy","France","25","Preliminary Phase 2","Ravel","Le Tombeau de Couperin: Prélude, Rigaudon, Menuet, Toccata"
"Frédéric Aguessy","France","25","Semifinals Chamber","Schumann","Piano Quintet in E-flat op.44"
"Frédéric Aguessy","France","25","Semifinals Recital Program","Schubert","Fantasia in C D.760 ""Wanderer"""
"Frédéric Aguessy","France","25","Semifinals Recital Program","Bernstein","Touches"
"Frédéric Aguessy","France","25","Semifinals Recital Program","Mussorgsky","Pictures at an Exhibition"
"Frédéric Aguessy","France","25","Finals","Beethoven","Piano Concerto no.2 in B-flat op.19"
"Frédéric Aguessy","France","25","Finals","Tchaikovsky","Piano Concerto no.1 in B-flat minor op.23"
"William Wolfram","United States","29","Preliminary Phase 1","Bach","Toccata in F# minor BWV 910"
"William Wolfram","United States","29","Preliminary Phase 1","Haydn","Sonata in E-flat H.XVI/52"
"William Wolfram","United States","29","Preliminary Phase 1","Chopin","Polonaise-Fantaisie in A-flat op.61, Etude in B minor op.25 no.10"
"William Wolfram","United States","29","Preliminary Phase 1","Liszt","Etude d'exécution transcendante no.12 in B-flat minor ""Chasse neige"""
"William Wolfram","United States","29","Preliminary Phase 2","Mozart","Sonata in E-flat K.282"
"William Wolfram","United States","29","Preliminary Phase 2","Beethoven","Sonata in A-flat op.110"
"William Wolfram","United States","29","Preliminary Phase 2","Liszt","Après une lecture de Dante"
"William Wolfram","United States","29","Preliminary Phase 2","Scriabin","Sonata no.4 in F# op.30"
"William Wolfram","United States","29","Semifinals Chamber","Schumann","Piano Quintet in E-flat op.44"
"William Wolfram","United States","29","Recital Program","Schubert","Impromptu in G-flat op.90 no.3"
"William Wolfram","United States","29","Recital Program","Liszt","Etude d'exécution transcendante no.12 in B-flat minor ""Chasse neige"""
"William Wolfram","United States","29","Recital Program","Debussy","Préludes, Book II: no.7 ""La terrasse des audiences du clair de lune,"" no.3 ""Poissons d’or"""
"William Wolfram","United States","29","Recital Program","Corigliano","Fantasia on an Ostinato"
"William Wolfram","United States","29","Recital Program","Schumann","Humoresque op.20"
"William Wolfram","United States","29","Finals","Beethoven","Piano Concerto no.2 in B-flat op.19"
"William Wolfram","United States","29","Finals","Chopin","Piano Concerto no.1 in E minor op.11"
"Patti Wolf","United States","19","Preliminary Phase 1","Bach","Partita no. 2 in C minor BWV 826"
"Patti Wolf","United States","19","Preliminary Phase 1","Beethoven","Sonata in D minor op.31 no.2 ""Tempest"""
"Patti Wolf","United States","19","Preliminary Phase 1","Chopin","Scherzo no.3 in C# minor op.39, Etude in C# minor op.10 no.4"
"Patti Wolf","United States","19","Preliminary Phase 1","Liszt","Grande étude de Paganini no.6 in A minor"
"Patti Wolf","United States","19","Preliminary Phase 2","Mozart","Sonata in C minor K.457"
"Patti Wolf","United States","19","Preliminary Phase 2","Beethoven","Sonata in A op.101"
"Patti Wolf","United States","19","Preliminary Phase 2","Schumann","Études symphoniques op.13"
"Patti Wolf","United States","19","Preliminary Phase 2","Ginastera","Sonata no.1"
"Patti Wolf","United States","19","Semifinals Chamber","Dvořák","Piano Quintet in A op.81"
"Patti Wolf","United States","19","Recital Program","Bach","Toccata in E minor"
"Patti Wolf","United States","19","Recital Program","Schubert","Fantasie in C op.15 ""Wanderer"""
"Patti Wolf","United States","19","Recital Program","Corigliano","Fantasia on an Ostinato"
"Patti Wolf","United States","19","Recital Program","Debussy","L'isle joyeuse"
"Patti Wolf","","","","",""
"Hans-Christian Wille","West Germany","27","Preliminary Phase 1","Bach","English Suite no. 3 in G minor"
"Hans-Christian Wille","West Germany","27","Preliminary Phase 1","Haydn","Sonata in C H.XVI/50"
"Hans-Christian Wille","West Germany","27","Preliminary Phase 1","Chopin","Ballade no. 2 in F op.38, Etude in C op.10 no.1"
"Hans-Christian Wille","West Germany","27","Preliminary Phase 1","Debussy","Etude Book II: no.11 ""Pour les arpèges composés"""
"Hans-Christian Wille","West Germany","27","Preliminary Phase 2","Mozart","Sonata in C K.330"
"Hans-Christian Wille","West Germany","27","Preliminary Phase 2","Beethoven","Sonata in F minor op.57 ""Appassionata"""
"Hans-Christian Wille","West Germany","27","Preliminary Phase 2","Brahms","Variations on a Theme of Paganini Book I op.35"
"Hans-Christian Wille","West Germany","27","Preliminary Phase 2","Bartók","Sonata"
"Hans-Christian Wille","West Germany","27","Semifinals Chamber","Brahms","Piano Quintet in F minor op.34"
"Hans-Christian Wille","West Germany","27","Recital Program","Scarlatti","Sonata in E-flat L.17, Sonata in D minor L.422"
"Hans-Christian Wille","West Germany","27","Recital Program","Ravel","Jeux d'eau, Le tombeau de Couperin"
"Hans-Christian Wille","West Germany","27","Recital Program","Corigliano","Fantasia on an Ostinato"
"Hans-Christian Wille","West Germany","27","Recital Program","Ginastera","Sonata no.1"
"Hans-Christian Wille","West Germany","27","Finals","Beethoven","Piano Concerto no.2 in B-flat op.19"
"Hans-Christian Wille","West Germany","27","Finals","Prokofiev","Piano Concerto no.3 in C op.26"
"Andrew Wilde","United Kingdom","20","Preliminary Phase 1","Bach","Chromatic Fantasy and Fugue BWV 903"
"Andrew Wilde","United Kingdom","20","Preliminary Phase 1","Beethoven","Sonata in C op.2 no.3"
"Andrew Wilde","United Kingdom","20","Preliminary Phase 1","Chopin","Scherzo no.2 in B-flat minor op.31, Etude in B minor op.25 no.10"
"Andrew Wilde","United Kingdom","20","Preliminary Phase 1","Prokofiev","Toccata in D minor op.11"
"Andrew Wilde","United Kingdom","20","Preliminary Phase 2","Mozart","Sonata in A minor K.310"
