Competitior Name,Country of Origin,Age,Stage,Composer,Piece,Ranking,Cliburn Yr,Column3
Giuseppe Andaloro,Italy,23,Preliminary Recital,Liszt,Transcendental Etude No.11,Preliminary,11th,Romantic
Giuseppe Andaloro,Italy,23,Preliminary Recital,Berg,Sonata Op.1,Preliminary,11th,Contemporary
Giuseppe Andaloro,Italy,23,Preliminary Recital,Ligeti,Etude Book I No.1: DEsordre,Preliminary,11th,Contemporary
Giuseppe Andaloro,Italy,23,Preliminary Recital,Ligeti,Etude Book I No.2: Cordes à vide,Preliminary,11th,Contemporary
Giuseppe Andaloro,Italy,23,Preliminary Recital,Ligeti,Etude Book I No.5: Arc-en-ciel,Preliminary,11th,Contemporary
Giuseppe Andaloro,Italy,23,Semifinal Recital,Handel,Suite No.2 in F Major HWV 427,Preliminary,11th,Baroque
Giuseppe Andaloro,Italy,23,Semifinal Recital,Franck,Prelude Chorale and Fugue,Preliminary,11th,Romantic
Giuseppe Andaloro,Italy,23,Semifinal Recital,Liszt,Grosses Konzertsolo,Preliminary,11th,Romantic
Giuseppe Andaloro,Italy,23,Semifinal Recital,Ruth Schonthal,Sonata quasi un'improvvisazione,Preliminary,11th,Contemporary
Giuseppe Andaloro,Italy,23,Semifinal Chamber,Brahms,Piano Quintet in F Minor Op.34,Preliminary,11th,Romantic
Giuseppe Andaloro,Italy,23,Final Recital,Mozart,Sonata in C Major K.330,Preliminary,11th,Classical
Giuseppe Andaloro,Italy,23,Final Recital,Schoenberg,Six Little Piano Pieces Op.19,Preliminary,11th,Contemporary
Giuseppe Andaloro,Italy,23,Final Recital,Prokofiev,Sonata No.6 in A Major Op.82,Preliminary,11th,Contemporary
Giuseppe Andaloro,Italy,23,Final Concerti,Beethoven,Piano Concerto No.4 in G Major Op.58,Preliminary,11th,Classical
Giuseppe Andaloro,Italy,23,Final Concerti,Rachmaninoff,Piano Concerto No.2 in C Minor Op.18,Preliminary,11th,Romantic
Stephen Beus,United States,23,Preliminary Recital,Bach-Busoni,Nun komm der Heiden Heiland BWV 659,Preliminary,11th,Baroque
Stephen Beus,United States,23,Preliminary Recital,Chopin,Sonata No.3 in B Minor Op.58,Preliminary,11th,Romantic
Stephen Beus,United States,23,Preliminary Recital,Barber,Sonata Op.26,Preliminary,11th,Contemporary
Stephen Beus,United States,23,Semifinal Recital,Liszt,La Campanella,Preliminary,11th,Romantic
Stephen Beus,United States,23,Semifinal Recital,Jennifer Higdon,Secret & Glass Gardens,Preliminary,11th,Contemporary
Stephen Beus,United States,23,Semifinal Recital,Mozart,Nine Variations on a Minuet by Duport K.573,Preliminary,11th,Classical
Stephen Beus,United States,23,Semifinal Recital,Rachmaninoff,Prelude in G Major Op.32 No.5,Preliminary,11th,Romantic
Stephen Beus,United States,23,Semifinal Recital,Scriabin,"Sonata No.9 Op.68 ""Black Mass""",Preliminary,11th,Romantic
Stephen Beus,United States,23,Semifinal Recital,Rachmaninoff,Sonata No.2 in B-flat Minor Op.36,Preliminary,11th,Romantic
Stephen Beus,United States,23,Semifinal Chamber,Dvořák,Piano Quintet in A Major Op.81,Preliminary,11th,Romantic
Stephen Beus,United States,23,Final Recital,Bach,Chromatic Fantasy and Fugue BWV 903,Preliminary,11th,Baroque
Stephen Beus,United States,23,Final Recital,Haydn,Sonata in C Major Hob.XVI:50,Preliminary,11th,Classical
Stephen Beus,United States,23,Final Recital,Schumann,Arabesque in C Major Op.18,Preliminary,11th,Romantic
Stephen Beus,United States,23,Final Recital,Liszt,Toccata in C Major Op.7,Preliminary,11th,Romantic
Stephen Beus,United States,23,Final Recital,Liszt,Spanish Rhapsody,Preliminary,11th,Romantic
Stephen Beus,United States,23,Final Concerti,Mozart,Piano Concerto No.23 in A Major K.488,Preliminary,11th,Classical
Stephen Beus,United States,23,Final Concerti,Rachmaninoff,Piano Concerto No.3 in D Minor Op.30,Preliminary,11th,Romantic
Sodi Braide,Nigeria/United Kingdom,29,Preliminary Recital,Haydn,Variations in F Minor Hob.XVII:6,Preliminary,11th,Classical
Sodi Braide,Nigeria/United Kingdom,29,Preliminary Recital,Janáček,Sonata 1.X.1905,Preliminary,11th,Contemporary
Sodi Braide,Nigeria/United Kingdom,29,Preliminary Recital,Liszt,Sonetto 123 del Petrarca,Preliminary,11th,Romantic
Sodi Braide,Nigeria/United Kingdom,29,Preliminary Recital,Liszt,Orage,Preliminary,11th,Romantic
Sodi Braide,Nigeria/United Kingdom,29,Preliminary Recital,Liszt,VallEe d'Obermann,Preliminary,11th,Romantic
Sodi Braide,Nigeria/United Kingdom,29,Semifinal Recital,Jennifer Higdon,Secret & Glass Gardens,Preliminary,11th,Contemporary
Sodi Braide,Nigeria/United Kingdom,29,Semifinal Recital,Schumann,Kreisleriana Op.16,Preliminary,11th,Romantic
Sodi Braide,Nigeria/United Kingdom,29,Semifinal Recital,Debussy,Etude pour les sonoritEs opposEes,Preliminary,11th,Impressionistic
Sodi Braide,Nigeria/United Kingdom,29,Semifinal Recital,Debussy,Etude pour les notes rEpEtEes,Preliminary,11th,Impressionistic
Sodi Braide,Nigeria/United Kingdom,29,Semifinal Recital,Chopin,Ballade No.2 in F Major Op.38,Preliminary,11th,Romantic
Sodi Braide,Nigeria/United Kingdom,29,Semifinal Chamber,Brahms,Piano Quintet in F Minor Op.34,Preliminary,11th,Romantic
Sodi Braide,Nigeria/United Kingdom,29,Final Recital,Haydn,Sonata in C Major Hob.XVI:50,Preliminary,11th,Classical
Sodi Braide,Nigeria/United Kingdom,29,Final Recital,Jolivet,Cinq danses rituelles: Danse nuptiale,Preliminary,11th,Contemporary
Sodi Braide,Nigeria/United Kingdom,29,Final Recital,Jolivet,Cinq danses rituelles: Danse du HEros,Preliminary,11th,Contemporary
Sodi Braide,Nigeria/United Kingdom,29,Final Recital,Franck,Prelude Chorale and Fugue,Preliminary,11th,Romantic
Sodi Braide,Nigeria/United Kingdom,29,Final Concert,Beethoven,Piano Concerto No.2 in B-flat Major Op.19,Preliminary,11th,Classical
Sodi Braide,Nigeria/United Kingdom,29,Final Concert,Brahms,Piano Concerto No.1 in D Minor Op.15,Preliminary,11th,Romantic
Davide Franceschetti,Italy,28,Preliminary Recital,Schoenberg,Six Little Piano Pieces Op.19,Preliminary,11th,Contemporary
Davide Franceschetti,Italy,28,Preliminary Recital,Schumann,Fantasy in C Major Op.17,Preliminary,11th,Romantic
Davide Franceschetti,Italy,28,Preliminary Recital,Beethoven,"Sonata in F Minor Op.57 ""Appassionata""",Preliminary,11th,Classical
Davide Franceschetti,Italy,28,Semifinal Recital,Ruth Schonthal,Sonata quasi un'improvvisazione,Preliminary,11th,Contemporary
Davide Franceschetti,Italy,28,Semifinal Recital,Scriabin,Fantasy in b minor Op.28,Preliminary,11th,Romantic
Davide Franceschetti,Italy,28,Semifinal Recital,Mussorgsky,Pictures at an Exhibition,Preliminary,11th,Romantic
Davide Franceschetti,Italy,28,Semifinal Recital,Scriabin,Etude in D-sharp Minor Op.8 No.12,Preliminary,11th,Romantic
Davide Franceschetti,Italy,28,Semifinal Chamber,Dvořák,Piano Quintet in A Major Op.81,Preliminary,11th,Romantic
Davide Franceschetti,Italy,28,Final Recital,Debussy,Les collines d'Anacapri from Preludes Book I,Preliminary,11th,Impressionistic
Davide Franceschetti,Italy,28,Final Recital,Debussy,Des pas sur la neige from Preludes Book I,Preliminary,11th,Impressionistic
Davide Franceschetti,Italy,28,Final Recital,Debussy,Ce qu'a vu le vent d'Ouest from Preludes Book I,Preliminary,11th,Impressionistic
Davide Franceschetti,Italy,28,Final Recital,Chopin,Scherzo No.1 in B Minor Op.20,Preliminary,11th,Romantic
Davide Franceschetti,Italy,28,Final Recital,Chopin,Scherzo No.2 in B-flat Minor Op.31,Preliminary,11th,Romantic
Davide Franceschetti,Italy,28,Final Recital,Chopin,Scherzo No.3 in C-sharp Minor Op.39,Preliminary,11th,Romantic
Davide Franceschetti,Italy,28,Final Recital,Chopin,Scherzo No.4 in E Major Op.54,Preliminary,11th,Romantic
Davide Franceschetti,Italy,28,Final Concert,Mendelssohn,Piano Concerto No.1 in G Minor Op.25,Preliminary,11th,Romantic
Davide Franceschetti,Italy,28,Final Concert,Brahms,Piano Concerto No.2 in B-flat Major Op.83,Preliminary,11th,Romantic
Alexei Grynyuk,Ukraine,27,Preliminary Recital,Clementi,Sonata in F-sharp Minor Op.25 No.5,Preliminary,11th,Classical
Alexei Grynyuk,Ukraine,27,Preliminary Recital,Schubert,Impromptu in B-flat Major Op.142 No.3,Preliminary,11th,Romantic
Alexei Grynyuk,Ukraine,27,Preliminary Recital,Schubert,Impromptu in F Minor Op.142 No.4,Preliminary,11th,Romantic
Alexei Grynyuk,Ukraine,27,Preliminary Recital,Rachmaninoff,Prelude in G-sharp Minor Op.32 No.12,Preliminary,11th,Romantic
Alexei Grynyuk,Ukraine,27,Preliminary Recital,Rachmaninoff,Prelude in G Major Op.32 No.5,Preliminary,11th,Romantic
Alexei Grynyuk,Ukraine,27,Preliminary Recital,Liszt,Mephisto Waltz No.1,Preliminary,11th,Romantic
Alexei Grynyuk,Ukraine,27,Semifinal Recital,Ruth Schonthal,Sonata quasi un'improvvisazione,Preliminary,11th,Contemporary
Alexei Grynyuk,Ukraine,27,Semifinal Recital,Beethoven,Sonata in G Major Op.14 No.2,Preliminary,11th,Classical
Alexei Grynyuk,Ukraine,27,Semifinal Recital,Prokofiev,Sonata No.8 in B-flat Major Op.84,Preliminary,11th,Contemporary
Alexei Grynyuk,Ukraine,27,Semifinal Chamber,Dvořák,Piano Quintet in A Major Op.81,Preliminary,11th,Romantic
Alexei Grynyuk,Ukraine,27,Final Recital,Scarlatti,Sonata in B Minor K.87,Preliminary,11th,Baroque
Alexei Grynyuk,Ukraine,27,Final Recital,Scarlatti,Sonata in E Major K.135,Preliminary,11th,Baroque
Alexei Grynyuk,Ukraine,27,Final Recital,Scarlatti,Sonata in D Minor K.141,Preliminary,11th,Baroque
Alexei Grynyuk,Ukraine,27,Final Recital,Scarlatti,Sonata in F Minor K.466,Preliminary,11th,Baroque
Alexei Grynyuk,Ukraine,27,Final Recital,Rachmaninoff,Sonata No.2 in B-flat Minor Op.36,Preliminary,11th,Romantic
Alexei Grynyuk,Ukraine,27,Final Recital,Liszt-Horowitz,Hungarian Rhapsody No.2,Preliminary,11th,Romantic
Alexei Grynyuk,Ukraine,27,Final Concert,Beethoven,Piano Concerto No.5 in E-flat Major Op.73,Preliminary,11th,Classical
Alexei Grynyuk,Ukraine,27,Final Concert,Tchaikovsky,Piano Concerto No.1 in B-flat Minor Op.23,Preliminary,11th,Romantic
Mariya Kim,Ukraine,23,Preliminary Recital,Liszt,Hungarian Rhapsody No.12,Preliminary,11th,Romantic
Mariya Kim,Ukraine,23,Preliminary Recital,Rachmaninoff,Etude-tableau in G Minor Op.33 No.8,Preliminary,11th,Romantic
Mariya Kim,Ukraine,23,Preliminary Recital,Rachmaninoff,Etude-tableau in E-flat Minor Op.39 No.5,Preliminary,11th,Romantic
Mariya Kim,Ukraine,23,Preliminary Recital,Rachmaninoff,Etude-tableau in F-sharp Minor Op.39 No.3,Preliminary,11th,Romantic
Mariya Kim,Ukraine,23,Preliminary Recital,Rachmaninoff,Etude-tableau in C Minor Op.39 No.1,Preliminary,11th,Romantic
Mariya Kim,Ukraine,23,Preliminary Recital,Rachmaninoff,Sonata No.2 in B-flat Minor Op.36,Preliminary,11th,Romantic
Mariya Kim,Ukraine,23,Semifinal Recital,Liszt,Après une lecture de Dante (Fantasia quasi sonata),Preliminary,11th,Romantic
Mariya Kim,Ukraine,23,Semifinal Recital,Ruth Schonthal,Sonata quasi un'improvvisazione,Preliminary,11th,Contemporary
Mariya Kim,Ukraine,23,Semifinal Recital,Prokofiev,Sonata No.6 in A Major Op.82,Preliminary,11th,Contemporary
Mariya Kim,Ukraine,23,Semifinal Chamber,Schumann,Piano Quintet in E-flat Major Op.44,Preliminary,11th,Romantic
Mariya Kim,Ukraine,23,Final Recital,Clementi,Sonata in B-flat Major Op.24 No.2,Preliminary,11th,Classical
Mariya Kim,Ukraine,23,Final Recital,Chopin,Scherzo No.2 in B-flat Minor Op.31,Preliminary,11th,Romantic
Mariya Kim,Ukraine,23,Final Recital,Rachmaninoff,Moments musicaux Op.16,Preliminary,11th,Romantic
Mariya Kim,Ukraine,23,Final Concert,Saint-Saëns,Piano Concerto No.2 in G Minor Op.22,Preliminary,11th,Romantic
Mariya Kim,Ukraine,23,Final Concert,Rachmaninoff,Piano Concerto No.2 in C Minor Op.18,Preliminary,11th,Romantic
Marina Kolomiytseva,Russia,25,Preliminary Recital,Mozart,Sonata in G Major K.283,Preliminary,11th,Classical
Marina Kolomiytseva,Russia,25,Preliminary Recital,Prokofiev,Sonata No.7 in B-flat Major Op.83,Preliminary,11th,Contemporary
Marina Kolomiytseva,Russia,25,Preliminary Recital,Schubert-Liszt,Ihr Bild,Preliminary,11th,Romantic
Marina Kolomiytseva,Russia,25,Preliminary Recital,Schubert,"Fantasie in C major op.15 ""Wanderer""",Preliminary,11th,Romantic
Marina Kolomiytseva,Russia,25,Semifinal Recital,Beethoven,Sonata in E-flat Major Op.31 No.3,Preliminary,11th,Classical
Marina Kolomiytseva,Russia,25,Semifinal Recital,Ruth Schonthal,Sonata quasi un'improvvisazione,Preliminary,11th,Contemporary
Marina Kolomiytseva,Russia,25,Semifinal Recital,Chopin,Variations brillantes in B-flat Major Op.12,Preliminary,11th,Romantic
Marina Kolomiytseva,Russia,25,Semifinal Recital,Liszt,Six Paganini Etudes,Preliminary,11th,Romantic
Marina Kolomiytseva,Russia,25,Semifinal Chamber,Schumann,Piano Quintet in E-flat Major Op.44,Preliminary,11th,Romantic
Marina Kolomiytseva,Russia,25,Final Recital,Prokofiev,Sonata No.6 in A Major Op.82,Preliminary,11th,Contemporary
Marina Kolomiytseva,Russia,25,Final Recital,Beethoven,Andante favori in F Major WoO 57,Preliminary,11th,Classical
Marina Kolomiytseva,Russia,25,Final Recital,Liszt,Mephisto Waltz No.1,Preliminary,11th,Romantic
Marina Kolomiytseva,Russia,25,Final Concert,Beethoven,Piano Concerto No.1 in C Major Op.15,Preliminary,11th,Classical
Marina Kolomiytseva,Russia,25,Final Concert,Tchaikovsky,Piano Concerto No.1 in B-flat Minor Op.23,Preliminary,11th,Romantic
Alexey Koltakov,Australia,26,Preliminary Recital,Beethoven,Sonata in D Major Op.10 No.3,Preliminary,11th,Classical
Alexey Koltakov,Australia,26,Preliminary Recital,Liszt,La Campanella,Preliminary,11th,Romantic
Alexey Koltakov,Australia,26,Preliminary Recital,Prokofiev,Sonata No.6 in A Major Op.82,Preliminary,11th,Contemporary
Alexey Koltakov,Australia,26,Semifinal Recital,Chopin,Sonata No.3 in B Minor Op.58,Preliminary,11th,Romantic
Alexey Koltakov,Australia,26,Semifinal Recital,Ruth Schonthal,Sonata quasi un'improvvisazione,Preliminary,11th,Contemporary
Alexey Koltakov,Australia,26,Semifinal Recital,Saint-Saëns/Liszt-Horowitz,Danse Macabre,Preliminary,11th,Romantic
Alexey Koltakov,Australia,26,Semifinal Recital,Liszt,REminiscences de Don Juan,Preliminary,11th,Romantic
Alexey Koltakov,Australia,26,Semifinal Chamber,Dvořák,Piano Quintet in A Major Op.81,Preliminary,11th,Romantic
Alexey Koltakov,Australia,26,Final Recital,Liszt,Sonata in B Minor,Preliminary,11th,Romantic
Alexey Koltakov,Australia,26,Final Recital,Bach-Siloti,Prelude in B Minor,Preliminary,11th,Baroque
Alexey Koltakov,Australia,26,Final Recital,Prokofiev,Sonata No.7 in B-flat Major Op.83,Preliminary,11th,Contemporary
Alexey Koltakov,Australia,26,Final Concert,Mozart,Piano Concerto No.23 in A Major K.488,Preliminary,11th,Classical
Alexey Koltakov,Australia,26,Final Concert,Rachmaninoff,Piano Concerto No.2 in C Minor Op.18,Preliminary,11th,Romantic
Lilian Akopova,Ukraine,21,Preliminary Round,Bach-Busoni,Wachet auf ruft uns die Stimme BWV 645,Preliminary,11th,Baroque
Lilian Akopova,Ukraine,21,Preliminary Round,Mendelssohn,Nun freut euch lieben Christen gemein BWV 734,Preliminary,11th,Romantic
Lilian Akopova,Ukraine,21,Preliminary Round,Liszt,Fantasia in F-sharp Minor Op.28,Preliminary,11th,Romantic
Lilian Akopova,Ukraine,21,Preliminary Round,Liszt,Spanish Rhapsody,Preliminary,11th,Romantic
Lilian Akopova,Ukraine,21,Semifinal Recital,Brahms,Sonata No.1 in C Major Op.1,Preliminary,11th,Romantic
Lilian Akopova,Ukraine,21,Semifinal Recital,Ruth Schonthal,Sonata quasi un'improvvisazione,Preliminary,11th,Contemporary
Lilian Akopova,Ukraine,21,Semifinal Recital,Shamo,Trojka Op.2,Preliminary,11th,Contemporary
Lilian Akopova,Ukraine,21,Semifinal Recital,Chopin,Four Mazurkas Op.30,Preliminary,11th,Romantic
Lilian Akopova,Ukraine,21,Semifinal Recital,Rachmaninoff,Sonata No.2 in B-flat Minor Op.36,Preliminary,11th,Romantic
Lilian Akopova,Ukraine,21,Semifinal Chamber,Dvořák,Piano Quintet in A Major Op.81,Preliminary,11th,Romantic
Lilian Akopova,Ukraine,21,Final Recital,Mozart,Sonata in C Major K.545,Preliminary,11th,Classical
Lilian Akopova,Ukraine,21,Final Recital,Schumann,Novelette No.1 in F Major Op.21,Preliminary,11th,Romantic
Lilian Akopova,Ukraine,21,Final Recital,Schubert-Liszt,Gretchen am Spinnrade,Preliminary,11th,Romantic
Lilian Akopova,Ukraine,21,Final Recital,Prokofiev,Ten Pieces from Romeo and Juliet Op.75,Preliminary,11th,Contemporary
Lilian Akopova,Ukraine,21,Final Recital,Prokofiev,Etude in C Minor Op.2 No.3,Preliminary,11th,Contemporary
Lilian Akopova,Ukraine,21,Final Concert,Chopin,Piano Concerto No.2 in F Minor Op.21,Preliminary,11th,Romantic
Lilian Akopova,Ukraine,21,Final Concert,Tchaikovsky,Piano Concerto No.1 in B-flat Minor Op.23,Preliminary,11th,Romantic
Albert Mamriev,Israel,30,Preliminary,Chopin,Etude in C major Op.10 No.1,Preliminary,12th,Romantic
Albert Mamriev,Israel,30,Preliminary,Liszt,Polonaise No.2 in E major,Preliminary,12th,Romantic
Albert Mamriev,Israel,30,Preliminary,Prokofiev,Sonata No.4 in C minor Op.29,Preliminary,12th,Contemporary
Albert Mamriev,Israel,30,Preliminary,Liszt,Après une lecture de Dante (Fantasia quasi sonata),Preliminary,12th,Romantic
Albert Mamriev,Israel,30,Preliminary,Liszt-Horowitz,Variations on Mendelssohn's Wedding March,Preliminary,12th,Romantic
Albert Mamriev,Israel,30,Semifinal,Rachmaninoff,Sonata No.2 in B-flat minor Op.36,Preliminary,12th,Romantic
Albert Mamriev,Israel,30,Semifinal,Haydn,Sonata in C minor Hob.XVI:20,Preliminary,12th,Classical
Albert Mamriev,Israel,30,Semifinal,Daniel Kellogg,Scarlet Thread,Preliminary,12th,Contemporary
Albert Mamriev,Israel,30,Semifinal,Ravel,La Valse,Preliminary,12th,Impressionistic
Albert Mamriev,Israel,30,Semifinal Chamber,Brahms,Piano Quintet in F minor Op.34,Preliminary,12th,Romantic
Albert Mamriev,Israel,30,Final Recital,Liszt,Suisse,Preliminary,12th,Romantic
Albert Mamriev,Israel,30,Final Concert,Mendelssohn,Piano Concerto No.1 in G minor Op.25,Preliminary,12th,Romantic
Albert Mamriev,Israel,30,Final Concert,Prokofiev,Piano Concerto No.3 in C major Op.26,Preliminary,12th,Contemporary
Gabriela Martinez,Venezuela,21,Preliminary,Rachmaninoff,Moment musical in B-flat minor Op.16 No.1,Semifinal,12th,Romantic
Gabriela Martinez,Venezuela,21,Preliminary,Rachmaninoff,Moment musical in E minor Op.16 No.4,Semifinal,12th,Romantic
Gabriela Martinez,Venezuela,21,Preliminary,Beethoven,Sonata in D major Op.10 No.3,Semifinal,12th,Classical
Gabriela Martinez,Venezuela,21,Preliminary,Liszt,Sonetto 104 del Petrarca,Semifinal,12th,Romantic
Gabriela Martinez,Venezuela,21,Preliminary,Barber,Ballade Op.46,Semifinal,12th,Contemporary
Gabriela Martinez,Venezuela,21,Preliminary,Szymanowski,Variations in B-flat minor Op.3,Semifinal,12th,Contemporary
Gabriela Martinez,Venezuela,21,Semifinal,Daniel Kellogg,Scarlet Thread,Semifinal,12th,Contemporary
Gabriela Martinez,Venezuela,21,Semifinal,Mozart,Sonata in D major K.311,Semifinal,12th,Classical
Gabriela Martinez,Venezuela,21,Semifinal,Ravel,Valses nobles et sentimentales,Semifinal,12th,Impressionistic
Gabriela Martinez,Venezuela,21,Semifinal,Schumann,Sonata No.2 in G minor Op.22,Semifinal,12th,Romantic
Gabriela Martinez,Venezuela,21,Semifinal Chamber,Brahms,Piano Quintet in F minor Op.34,Semifinal,12th,Romantic
Gabriela Martinez,Venezuela,21,Final Recital,Szymanowski,Mazurka Op.50 No.1 in G major,Semifinal,12th,Contemporary
Gabriela Martinez,Venezuela,21,Final Recital,Chopin,Mazurka in B-flat minor Op.24 No.4,Semifinal,12th,Romantic
Gabriela Martinez,Venezuela,21,Final Recital,Chopin,Ballade No.4 in F minor Op.52,Semifinal,12th,Romantic
Gabriela Martinez,Venezuela,21,Final Concert,Chopin,Piano Concerto No.1 in E minor Op.11,Semifinal,12th,Romantic
Gabriela Martinez,Venezuela,21,Final Concert,Prokofiev,Piano Concerto No.3 in C major Op.26,Semifinal,12th,Contemporary
Maria Mazo,Russia/Germany,22,Preliminary,Beethoven,"Sonata in B-flat major Op.106 ""Hammerklavier""",Semifinal,12th,Classical
Maria Mazo,Russia/Germany,22,Semifinal,Jennifer Higdon,Secret & Glass Gardens,Semifinal,12th,Contemporary
Maria Mazo,Russia/Germany,22,Semifinal,Bartók,SonataSz.80,Semifinal,12th,Contemporary
Maria Mazo,Russia/Germany,22,Semifinal,Tchaikovsky-Pletnev,Concert Suite fromThe Nutcracker,Semifinal,12th,Romantic
Maria Mazo,Russia/Germany,22,Semifinal,Beethoven,"Sonata in F minor Op.57 ""Appassionata""",Semifinal,12th,Classical
Maria Mazo,Russia/Germany,22,Semifinal Chamber,Schumann,Piano Quintet in E-flat major Op.44,Semifinal,12th,Romantic
Maria Mazo,Russia/Germany,22,Final Recital,Brahms,Sonata No.3 in F minor Op.5,Semifinal,12th,Romantic
Maria Mazo,Russia/Germany,22,Final Recital,Ravel,Oiseaux tristes from Miroirs,Semifinal,12th,Impressionistic
Maria Mazo,Russia/Germany,22,Final Recital,Stravinsky-Agosti,Firebird Suite,Semifinal,12th,Contemporary
Maria Mazo,Russia/Germany,22,Final Concerti,Beethoven,Piano Concerto No.4 in G major Op.58,Semifinal,12th,Classical
Maria Mazo,Russia/Germany,22,Final Concerti,Prokofiev,Piano Concerto No.2 in G minor Op.16,Semifinal,12th,Contemporary
Alexandre Moutouzkine,Russia,24,Preliminary,Corigliano,Etude Fantasy,Preliminary,12th,Contemporary
Alexandre Moutouzkine,Russia,24,Preliminary,Mozart,Nine Variations on a Minuet by Duport K.573,Preliminary,12th,Classical
Alexandre Moutouzkine,Russia,24,Preliminary,Dallapiccola,Sonatina Canonica on Caprices of Niccolo Paganini,Preliminary,12th,Contemporary
Alexandre Moutouzkine,Russia,24,Preliminary,Liszt,Hungarian Rhapsody No.9,Preliminary,12th,Romantic
Alexandre Moutouzkine,Russia,24,Semifinal,Beethoven,Sonata in E-flat major Op.27 No.1,Preliminary,12th,Classical
Alexandre Moutouzkine,Russia,24,Semifinal,Granados,Goyescas: Quejas de la maja y el ruiseñor,Preliminary,12th,Romantic
Alexandre Moutouzkine,Russia,24,Semifinal,Granados,Goyescas: El Pelele,Preliminary,12th,Romantic
Alexandre Moutouzkine,Russia,24,Semifinal,Sebastian Currier,Scarlatti Cadences + Brainstorm,Preliminary,12th,Contemporary
Alexandre Moutouzkine,Russia,24,Semifinal,Ravel,La Valse,Preliminary,12th,Impressionistic
Alexandre Moutouzkine,Russia,24,Semifinal Chamber,Schumann,Piano Quintet in E-flat major Op.44,Preliminary,12th,Romantic
Alexandre Moutouzkine,Russia,24,Final Recital,Bach,Prelude and Fugue in C-sharp minor BWV 873,Preliminary,12th,Baroque
Alexandre Moutouzkine,Russia,24,Final Recital,Scriabin,Etude in G major Op.65 No.3,Preliminary,12th,Romantic
Alexandre Moutouzkine,Russia,24,Final Recital,Chopin,Nocturne in C minor Op.48 No.1,Preliminary,12th,Romantic
Alexandre Moutouzkine,Russia,24,Final Recital,Liszt,Sonata in B minor,Preliminary,12th,Romantic
Alexandre Moutouzkine,Russia,24,Final Concerti,Beethoven,Piano Concerto No.1 in C major Op.15,Preliminary,12th,Classical
Alexandre Moutouzkine,Russia,24,Final Concerti,Rachmaninoff,Piano Concerto No.2 in C minor Op.18,Preliminary,12th,Romantic
Esther Park,United States,20,Preliminary,Verdi-Liszt,Paraphrase of Rigoletto,Preliminary,12th,Romantic
Esther Park,United States,20,Preliminary,Clementi,Sonata in F-sharp minor Op.25 No.5,Preliminary,12th,Classical
Esther Park,United States,20,Preliminary,Chopin,Ballade No.2 in F major Op.38,Preliminary,12th,Romantic
Esther Park,United States,20,Preliminary,Barber,Sonata Op.26,Preliminary,12th,Contemporary
Esther Park,United States,20,Semifinal,Jan Krzywicki,Nocturnals: II.Incantation III.Spirits,Preliminary,12th,Contemporary
Esther Park,United States,20,Semifinal,Mozart,Rondo in A minor K.511,Preliminary,12th,Classical
Esther Park,United States,20,Semifinal,Del Tredici,Virtuoso Alice,Preliminary,12th,Contemporary
Esther Park,United States,20,Semifinal,Chopin,Sonata No.3 in B minor Op.58,Preliminary,12th,Romantic
Esther Park,United States,20,Semifinal Chamber,Schumann,Piano Quintet in E-flat major Op.44,Preliminary,12th,Romantic
Esther Park,United States,20,Final Recital,Ravel,Valses nobles et sentimentales,Preliminary,12th,Impressionistic
Esther Park,United States,20,Final Recital,Chopin,Polonaise in F-sharp minor Op.44,Preliminary,12th,Romantic
Esther Park,United States,20,Final Recital,Rachmaninoff,Sonata No.2 in B-flat minor Op.36,Preliminary,12th,Romantic
Esther Park,United States,20,Final Recital,Bowen,Toccata Op.155,Preliminary,12th,Romantic
Esther Park,United States,20,Final Concerti,Beethoven,Piano Concerto No.3 in C minor Op.37,Preliminary,12th,Classical
Esther Park,United States,20,Final Concerti,Tchaikovsky,Piano Concerto No.1 in B-flat minor Op.23,Preliminary,12th,Romantic
Roberto Plano,Italy,26,Preliminary,Scarlatti,Sonata in B minor K.197,Finalist,12th,Baroque
Roberto Plano,Italy,26,Preliminary,Scarlatti,Sonata in G minor K.8,Finalist,12th,Baroque
Roberto Plano,Italy,26,Preliminary,Scarlatti,Sonata in F minor K.387,Finalist,12th,Baroque
Roberto Plano,Italy,26,Preliminary,Brahms,Klavierstücke Op.118,Finalist,12th,Romantic
Roberto Plano,Italy,26,Preliminary,Villa-Lobos,Ciclo Brasileiro: Impressões Seresteiras,Finalist,12th,Contemporary
Roberto Plano,Italy,26,Preliminary,Ginastera,Danzas Argentinas Op.2,Finalist,12th,Contemporary
Roberto Plano,Italy,26,Semifinal,Schubert,Sonata in A minor D.784,Finalist,12th,Romantic
Roberto Plano,Italy,26,Semifinal,Scriabin,"Sonata No.2 in G-sharp minor Op.19 (""Sonata-Fantasy"")",Finalist,12th,Romantic
Roberto Plano,Italy,26,Semifinal,Ruth Schonthal,Sonata quasi un'improvvisazione,Finalist,12th,Contemporary
Roberto Plano,Italy,26,Semifinal,Liszt,Venezia e Napoli,Finalist,12th,Romantic
Roberto Plano,Italy,26,Semifinal,Dohnányi,Concert Etude in F minor Op.28 No.6,Finalist,12th,Romantic
Roberto Plano,Italy,26,Semifinal Chamber,Dvořák,Piano Quintet in A major Op.81,Finalist,12th,Romantic
Roberto Plano,Italy,26,Final Recital,Respighi,Notturno,Finalist,12th,Romantic
