Competitior Name,Country of Origin,Age,Stage,Composer,Piece,Ranking,Cliburn Yr,Column3
Ang Li,Canada,24,Final Recital,Debussy,La cathEdrale engloutie from Preludes Book I,Preliminary,13th,
Ang Li,Canada,24,Final Recital,Debussy,Ondine from Preludes Book II,Preliminary,13th,
Ang Li,Canada,24,Final Recital,Chopin,Ballade No.1 in G Minor Op.23,Preliminary,13th,
Ang Li,Canada,24,Final Concerti,Beethoven,Piano Concerto No.4 in G Major Op.58,Preliminary,13th,
Ang Li,Canada,24,Final Concerti,Brahms,Piano Concerto No.1 in D Minor Op.15,Preliminary,13th,
Michail Lifits,Germany,26,Preliminary Recital,Mozart,Sonata in D Major K.311,Semifinal,13th,
Michail Lifits,Germany,26,Preliminary Recital,Schumann,Fantasy in C Major Op.17,Semifinal,13th,
Michail Lifits,Germany,26,Semifinal Recital,Liszt,Sonata in B Minor,Semifinal,13th,
Michail Lifits,Germany,26,Semifinal Recital,Hagen,Suite for Piano,Semifinal,13th,
Michail Lifits,Germany,26,Semifinal Recital,Prokofiev,Sonata No.7 in B-flat Major Op.83,Semifinal,13th,
Michail Lifits,Germany,26,Semifinal Chamber,Schumann,Piano Quintet in E-flat Major Op.44,Semifinal,13th,
Michail Lifits,Germany,26,Final Recital,Bach-Busoni,Chaconne in D Minor,Semifinal,13th,
Michail Lifits,Germany,26,Final Recital,Schubert,Impromptu in G-flat Major Op.90 No.3,Semifinal,13th,
Michail Lifits,Germany,26,Final Recital,Beethoven,Sonata in C Minor Op.111,Semifinal,13th,
Michail Lifits,Germany,26,Final Concerti,Chopin,Piano Concerto No.2 in F Minor Op.21,Semifinal,13th,
Michail Lifits,Germany,26,Final Concerti,Tchaikovsky,Piano Concerto No.1 in B-flat Minor Op.23,Semifinal,13th,
Spencer Myer,United States,30,Preliminary Recital,Beethoven,Sonata in F-sharp Major Op.78,Preliminary,13th,
Spencer Myer,United States,30,Preliminary Recital,Chopin,Barcarolle in F-sharp Major Op.60,Preliminary,13th,
Spencer Myer,United States,30,Preliminary Recital,Debussy,Feuilles mortes from Preludes Book II,Preliminary,13th,
Spencer Myer,United States,30,Preliminary Recital,Debussy,Les fEes sont d'exquises danseuses from Preludes Book II,Preliminary,13th,
Spencer Myer,United States,30,Preliminary Recital,Debussy,Ondine from Preludes Book II,Preliminary,13th,
Spencer Myer,United States,30,Preliminary Recital,Debussy,Les tierces alternEes from Preludes Book II,Preliminary,13th,
Spencer Myer,United States,30,Preliminary Recital,Debussy,Feux d'artifice from Preludes Book II,Preliminary,13th,
Spencer Myer,United States,30,Preliminary Recital,Vine,Sonata No.1,Preliminary,13th,
Spencer Myer,United States,30,Semifinal Recital,Schubert,Four Impromptus Op.90,Preliminary,13th,
Spencer Myer,United States,30,Semifinal Recital,Copland,Piano Variations,Preliminary,13th,
Spencer Myer,United States,30,Semifinal Recital,Hagen,Suite for Piano,Preliminary,13th,
Spencer Myer,United States,30,Semifinal Recital,Liszt,Venezia e Napoli,Preliminary,13th,
Spencer Myer,United States,30,Semifinal Chamber,Brahms,Piano Quintet in F Minor Op.34,Preliminary,13th,
Spencer Myer,United States,30,Final Recital,Handel,Suite No.2 in F Major HWV 427,Preliminary,13th,
Spencer Myer,United States,30,Final Recital,Debussy,Images Book II,Preliminary,13th,
Spencer Myer,United States,30,Final Recital,AlbEniz,Iberia Book I,Preliminary,13th,
Spencer Myer,United States,30,Final Recital,Gounod-Liszt,Faust Waltz,Preliminary,13th,
Spencer Myer,United States,30,Final Concerti,Beethoven,Piano Concerto No.4 in G Major Op.58,Preliminary,13th,
Spencer Myer,United States,30,Final Concerti,Rachmaninoff,Rhapsody on a Theme of Paganini Op.43,Preliminary,13th,
Ilya Rashkovskiy,Russia,24,Preliminary Recital,Beethoven,Sonata in A-flat Major Op.110,Preliminary,13th,
Ilya Rashkovskiy,Russia,24,Preliminary Recital,Chopin,Ballade No.1 in G Minor Op.23,Preliminary,13th,
Ilya Rashkovskiy,Russia,24,Preliminary Recital,Rachmaninoff,Sonata No.2 in B-flat Minor Op.36,Preliminary,13th,
Ilya Rashkovskiy,Russia,24,Semifinal Recital,Schumann,Symphonic Etudes Op.13,Preliminary,13th,
Ilya Rashkovskiy,Russia,24,Semifinal Recital,Hagen,Suite for Piano,Preliminary,13th,
Ilya Rashkovskiy,Russia,24,Semifinal Recital,Prokofiev,Sonata No.7 in B-flat Major Op.83,Preliminary,13th,
Ilya Rashkovskiy,Russia,24,Semifinal Chamber,Franck,Piano Quintet in F Minor,Preliminary,13th,
Ilya Rashkovskiy,Russia,24,Final Recital,Beethoven,Sonata in C Minor Op.111,Preliminary,13th,
Ilya Rashkovskiy,Russia,24,Final Recital,Ravel,Une barque sur l'ocEan from Miroirs,Preliminary,13th,
Ilya Rashkovskiy,Russia,24,Final Recital,Stravinsky,Trois mouvements de PEtrouchka,Preliminary,13th,
Ilya Rashkovskiy,Russia,24,Final Concerti,Chopin,Piano Concerto No.2 in F Minor Op.21,Preliminary,13th,
Ilya Rashkovskiy,Russia,24,Final Concerti,Prokofiev,Piano Concerto No.2 in G Minor Op.16,Preliminary,13th,
Mayumi Sakamoto,Japan,26,Preliminary Recital,Bach,Toccata in E Minor BWV 914,Preliminary,13th,
Mayumi Sakamoto,Japan,26,Preliminary Recital,Mendelssohn,Variations sErieuses Op.54,Preliminary,13th,
Mayumi Sakamoto,Japan,26,Preliminary Recital,Rachmaninoff,Moments musicaux Op.16,Preliminary,13th,
Mayumi Sakamoto,Japan,26,Semifinal Recital,Schumann,Sonata No.3 in F Minor Op.14,Preliminary,13th,
Mayumi Sakamoto,Japan,26,Semifinal Recital,Hagen,Suite for Piano,Preliminary,13th,
Mayumi Sakamoto,Japan,26,Semifinal Recital,Mozart,Sonata in F Major K.332,Preliminary,13th,
Mayumi Sakamoto,Japan,26,Semifinal Recital,Bach-Busoni,Chaconne in D Minor,Preliminary,13th,
Mayumi Sakamoto,Japan,26,Semifinal Chamber,Schumann,Piano Quintet in E-flat Major Op.44,Preliminary,13th,
Mayumi Sakamoto,Japan,26,Final Recital,FaurE,Theme and Variations Op.73,Preliminary,13th,
Mayumi Sakamoto,Japan,26,Final Recital,Takemitsu,Rain Tree Sketch I,Preliminary,13th,
Mayumi Sakamoto,Japan,26,Final Recital,Liszt,Sonata in B Minor,Preliminary,13th,
Mayumi Sakamoto,Japan,26,Final Concerti,Beethoven,Piano Concerto No.3 in C Minor Op.37,Preliminary,13th,
Mayumi Sakamoto,Japan,26,Final Concerti,Brahms,Piano Concerto No.1 in D Minor Op.15,Preliminary,13th,
Yeol Eum Son,South Korea,23,Preliminary Recital,Haydn,Sonata in C Major Hob.XVI:48,2nd,13th,
Yeol Eum Son,South Korea,23,Preliminary Recital,Schumann,Fantasiestücke Op.12,2nd,13th,
Yeol Eum Son,South Korea,23,Preliminary Recital,Liszt,Spanish Rhapsody,2nd,13th,
Yeol Eum Son,South Korea,23,Semifinal Recital,Debussy,Le vent dans la plaine from Preludes Book I,2nd,13th,
Yeol Eum Son,South Korea,23,Semifinal Recital,Debussy,Les sons et les parfums tournent dans l'air du soir from Preludes Book I,2nd,13th,
Yeol Eum Son,South Korea,23,Semifinal Recital,Debussy,Les Collines d'Anacapri from Preludes Book I,2nd,13th,
Yeol Eum Son,South Korea,23,Semifinal Recital,Debussy,Des pas sur la neige from Preludes Book I,2nd,13th,
Yeol Eum Son,South Korea,23,Semifinal Recital,Debussy,Ce qu'a vu le vent d'Ouest from Preludes Book I,2nd,13th,
Yeol Eum Son,South Korea,23,Semifinal Recital,Debussy,La fille aux cheveux de lin from Preludes Book I,2nd,13th,
Yeol Eum Son,South Korea,23,Semifinal Recital,Strauss-Godowsky,Symphonic Metamorphosis on Die Fledermaus,2nd,13th,
Yeol Eum Son,South Korea,23,Semifinal Recital,Bates,White Lies for Lomax,2nd,13th,
Yeol Eum Son,South Korea,23,Semifinal Recital,Barber,Sonata Op.26,2nd,13th,
Yeol Eum Son,South Korea,23,Semifinal Chamber,Brahms,Piano Quintet in F Minor Op.34,2nd,13th,
Yeol Eum Son,South Korea,23,Final Recital,Bach-Petri,Sheep May Safely Graze,2nd,13th,
Yeol Eum Son,South Korea,23,Final Recital,Schubert,Impromptu in B-flat Major Op.142 No.3,2nd,13th,
Yeol Eum Son,South Korea,23,Final Recital,Schubert,Impromptu in F Minor Op.142 No.4,2nd,13th,
Yeol Eum Son,South Korea,23,Final Recital,Beethoven,Sonata in C Minor Op.111,2nd,13th,
Yeol Eum Son,South Korea,23,Final Concerti,Chopin,Piano Concerto No.2 in F Minor Op.21,2nd,13th,
Yeol Eum Son,South Korea,23,Final Concerti,Prokofiev,Piano Concerto No.6 in G Minor Op.16,2nd,13th,
Chetan Tierra,United States,25,Preliminary Recital,Liszt,Ballade No.2 in B Minor,Preliminary,13th,
Chetan Tierra,United States,25,Preliminary Recital,Schumann-Liszt,Widmung,Preliminary,13th,
Chetan Tierra,United States,25,Preliminary Recital,Brahms,Variations on a Theme of Paganini Book I,Preliminary,13th,
Chetan Tierra,United States,25,Preliminary Recital,Ginastera,Sonata No.1 Op.22,Preliminary,13th,
Chetan Tierra,United States,25,Semifinal Recital,Clementi,Sonata in F-sharp Minor Op.25 No.5,Preliminary,13th,
Chetan Tierra,United States,25,Semifinal Recital,Hagen,Suite for Piano,Preliminary,13th,
Chetan Tierra,United States,25,Semifinal Recital,Franck,Prelude Chorale and Fugue,Preliminary,13th,
Chetan Tierra,United States,25,Semifinal Recital,Scriabin,Sonata No.4 in F-sharp Major Op.30,Preliminary,13th,
Chetan Tierra,United States,25,Semifinal Recital,Prokofiev,Etude in D Minor Op.2 No.1,Preliminary,13th,
Chetan Tierra,United States,25,Semifinal Chamber,Dvořák,Piano Quintet in A Major Op.81,Preliminary,13th,
Chetan Tierra,United States,25,Final Recital,Debussy,Suite Bergamasque,Preliminary,13th,
Chetan Tierra,United States,25,Final Recital,Mussorgsky,Pictures at an Exhibition,Preliminary,13th,
Chetan Tierra,United States,25,Final Concerti,Beethoven,Piano Concerto No.3 in C Minor Op.37,Preliminary,13th,
Chetan Tierra,United States,25,Final Concerti,Prokofiev,Piano Concerto No.3 in C Major Op.26,Preliminary,13th,
Nobuyuki Tsujii,Japan,20,Preliminary Recital,Chopin,Twelve Etudes Op.10,1st,13th,
Nobuyuki Tsujii,Japan,20,Preliminary Recital,Debussy,Images Book I,1st,13th,
Nobuyuki Tsujii,Japan,20,Preliminary Recital,Liszt,La Campanella,1st,13th,
Nobuyuki Tsujii,Japan,20,Semifinal Recital,Beethoven,"Sonata in B-flat major Op.106 ""Hammerklavier""",1st,13th,
Nobuyuki Tsujii,Japan,20,Semifinal Recital,Musto,Improvisation & Fugue,1st,13th,
Nobuyuki Tsujii,Japan,20,Semifinal Chamber,Schumann,Piano Quintet in E-flat Major Op.44,1st,13th,
Nobuyuki Tsujii,Japan,20,Final Recital,Beethoven,"Sonata in F Minor Op.57 ""Appassionata""",1st,13th,
Nobuyuki Tsujii,Japan,20,Final Recital,Chopin,Berceuse in D-flat Major Op.57,1st,13th,
Nobuyuki Tsujii,Japan,20,Final Recital,Liszt,Hungarian Rhapsody No.2,1st,13th,
Nobuyuki Tsujii,Japan,20,Final Concerti,Chopin,Piano Concerto No.1 in E Minor Op.11,1st,13th,
Nobuyuki Tsujii,Japan,20,Final Concerti,Rachmaninoff,Piano Concerto No.2 in C Minor Op.18,1st,13th,
Mariangela Vacatello,Italy,27,Preliminary Recital,Haydn,Sonata in C Major Hob.XVI:50,Finalist,13th,
Mariangela Vacatello,Italy,27,Preliminary Recital,Liszt,Transcendental Etude No.10,Finalist,13th,
Mariangela Vacatello,Italy,27,Preliminary Recital,Busoni,Ten Variations on a Prelude by Chopin,Finalist,13th,
Mariangela Vacatello,Italy,27,Preliminary Recital,Stravinsky,Trois mouvements de PEtrouchka,Finalist,13th,
Mariangela Vacatello,Italy,27,Semifinal Recital,Liszt,Sonata in B Minor,Finalist,13th,
Mariangela Vacatello,Italy,27,Semifinal Recital,Hagen,Suite for Piano,Finalist,13th,
Mariangela Vacatello,Italy,27,Semifinal Recital,Scriabin,Nocturne for the Left Hand Op.9 No.2,Finalist,13th,
Mariangela Vacatello,Italy,27,Semifinal Recital,Scriabin,Sonata No.3 in F-sharp Minor Op.23,Finalist,13th,
Mariangela Vacatello,Italy,27,Semifinal Chamber,Schumann,Piano Quintet in E-flat Major Op.44,Finalist,13th,
Mariangela Vacatello,Italy,27,Final Recital,Bach,Italian Concerto BWV 971,Finalist,13th,
Mariangela Vacatello,Italy,27,Final Recital,Chopin,Rondo in E-flat Major Op.16,Finalist,13th,
Mariangela Vacatello,Italy,27,Final Recital,Ravel,Gaspard de la nuit,Finalist,13th,
Mariangela Vacatello,Italy,27,Final Recital,Shostakovich,Prelude and Fugue in D-flat Major Op.87 No.15,Finalist,13th,
Mariangela Vacatello,Italy,27,Final Concerti,Beethoven,Piano Concerto No.4 in G Major Op.58,Finalist,13th,
Mariangela Vacatello,Italy,27,Final Concerti,Prokofiev,Piano Concerto No.3 in C Major Op.26,Finalist,13th,
Vassilis Varvaresos,Greece,26,Preliminary Recital,Beethoven,Sonata in C-sharp minor Op.27 No.2,Preliminary,13th,
Vassilis Varvaresos,Greece,26,Preliminary Recital,Carter,CatEnaires,Preliminary,13th,
Vassilis Varvaresos,Greece,26,Preliminary Recital,Liszt,Sonata in B Minor,Preliminary,13th,
Vassilis Varvaresos,Greece,26,Semifinal Recital,Chopin,Ballade No.1 in G Minor Op.23,Preliminary,13th,
Vassilis Varvaresos,Greece,26,Semifinal Recital,Bates,White Lies for Lomax,Preliminary,13th,
Vassilis Varvaresos,Greece,26,Semifinal Recital,Prokofiev,Sonata No.6 in A Major Op.82,Preliminary,13th,
Vassilis Varvaresos,Greece,26,Semifinal Recital,Liszt,Hungarian Rhapsody No.2,Preliminary,13th,
Vassilis Varvaresos,Greece,26,Semifinal Chamber,Brahms,Piano Quintet in F Minor Op.34,Preliminary,13th,
Vassilis Varvaresos,Greece,26,Final Recital,Bach,Prelude and Fugue in E-flat Major BWV 852,Preliminary,13th,
Vassilis Varvaresos,Greece,26,Final Recital,Schubert,Sonata in C Minor D.958,Preliminary,13th,
Vassilis Varvaresos,Greece,26,Final Recital,Balakirev,Islamey,Preliminary,13th,
Vassilis Varvaresos,Greece,26,Final Concerti,Beethoven,Piano Concerto No.3 in C Minor Op.37,Preliminary,13th,
Vassilis Varvaresos,Greece,26,Final Concerti,Tchaikovsky,Piano Concerto No.1 in B-flat Minor Op.23,Preliminary,13th,
Lukáš Vondráček,Czech Republic,22,Preliminary Recital,Bach,Italian Concerto BWV 971,Preliminary,13th,
Lukáš Vondráček,Czech Republic,22,Preliminary Recital,Chopin,Nocturne in E-flat Major Op.9 No.2,Preliminary,13th,
Lukáš Vondráček,Czech Republic,22,Preliminary Recital,Chopin,Nocturne in C Minor Op.48 No.1,Preliminary,13th,
Lukáš Vondráček,Czech Republic,22,Preliminary Recital,Liszt,Transcendental Etude No.11,Preliminary,13th,
Lukáš Vondráček,Czech Republic,22,Preliminary Recital,Smetana,Czech Dances: Furiant Hulán Skočná,Preliminary,13th,
Lukáš Vondráček,Czech Republic,22,Semifinal Recital,Beethoven,"Sonata in F Minor Op.57 ""Appassionata""",Preliminary,13th,
Lukáš Vondráček,Czech Republic,22,Semifinal Recital,Debussy,Pour le piano,Preliminary,13th,
Lukáš Vondráček,Czech Republic,22,Semifinal Recital,Martinu,Three Czech Dances: Okrouhlak Dupák Polka,Preliminary,13th,
Lukáš Vondráček,Czech Republic,22,Semifinal Recital,Bates,White Lies for Lomax,Preliminary,13th,
Lukáš Vondráček,Czech Republic,22,Semifinal Chamber,Dvořák,Piano Quintet in A Major Op.81,Preliminary,13th,
Lukáš Vondráček,Czech Republic,22,Final Recital,Mendelssohn,Variations sErieuses Op.54,Preliminary,13th,
Lukáš Vondráček,Czech Republic,22,Final Recital,Chopin,"Polonaise in A-flat Major Op.53 ""Heroic""",Preliminary,13th,
Lukáš Vondráček,Czech Republic,22,Final Recital,Tchaikovsky-Pletnev,Pas de deux fromConcert Suite from The Nutcracker,Preliminary,13th,
Lukáš Vondráček,Czech Republic,22,Final Recital,Janáček,In the Mists,Preliminary,13th,
Lukáš Vondráček,Czech Republic,22,Final Recital,Dohnányi,Capriccio in B Minor Op.2 No.4,Preliminary,13th,
Lukáš Vondráček,Czech Republic,22,Final Concerti,Mendelssohn,Piano Concerto No.1 in G Minor Op.25,Preliminary,13th,
Lukáš Vondráček,Czech Republic,22,Final Concerti,Prokofiev,Piano Concerto No.1 in D-flat Major Op.10,Preliminary,13th,
Di Wu,China,24,Preliminary Recital,Haydn,Sonata in C Major Hob.XVI:48,Finalist,13th,
Di Wu,China,24,Preliminary Recital,Ravel,Miroirs,Finalist,13th,
Di Wu,China,24,Preliminary Recital,Gounod-Liszt,Faust Waltz,Finalist,13th,
Di Wu,China,24,Semifinal Recital,C. Schumann,Mazurka fromSoirEes musicales Op.6,Finalist,13th,
Di Wu,China,24,Semifinal Recital,Schumann,Davidsbündlertänze Op.6,Finalist,13th,
Di Wu,China,24,Semifinal Recital,Medtner,Fairy Tales Op.20,Finalist,13th,
Di Wu,China,24,Semifinal Recital,Hagen,Suite for Piano,Finalist,13th,
Di Wu,China,24,Semifinal Recital,Moszkowski,Caprice Espagnol Op.37,Finalist,13th,
Di Wu,China,24,Semifinal Chamber,Dvořák,Piano Quintet in A Major Op.81,Finalist,13th,
Di Wu,China,24,Final Recital,Bach,Toccata in F-sharp minor BWV 910,Finalist,13th,
Di Wu,China,24,Final Recital,Schoenberg,Klavierstücke Op.11,Finalist,13th,
Di Wu,China,24,Final Recital,Ravel,Gaspard de la nuit,Finalist,13th,
Di Wu,China,24,Final Concerti,Beethoven,Piano Concerto No.2 in B-flat Major Op.19,Finalist,13th,
Di Wu,China,24,Final Concerti,Rachmaninoff,Piano Concerto No.3 in D Minor Op.30,Finalist,13th,
Amy J. Yang,United States/China,25,Preliminary Recital,Bach,French Overture BWV 831,Preliminary,13th,
Amy J. Yang,United States/China,25,Preliminary Recital,Schumann,Davidsbündlertänze Op.6,Preliminary,13th,
Amy J. Yang,United States/China,25,Semifinal Recital,Bach,Capriccio on the Departure of a Beloved Brother BWV 992,Preliminary,13th,
Amy J. Yang,United States/China,25,Semifinal Recital,Mendelssohn,Variations sErieuses Op.54,Preliminary,13th,
Amy J. Yang,United States/China,25,Semifinal Recital,Musto,Improvisation & Fugue,Preliminary,13th,
Amy J. Yang,United States/China,25,Semifinal Recital,Berg,Sonata Op.1,Preliminary,13th,
Amy J. Yang,United States/China,25,Semifinal Recital,Brahms,Klavierstücke Op.119,Preliminary,13th,
Amy J. Yang,United States/China,25,Semifinal Chamber,Brahms,Piano Quintet in F Minor Op.34,Preliminary,13th,
Amy J. Yang,United States/China,25,Final Recital,Schumann,Arabesque in C Major Op.18,Preliminary,13th,
Amy J. Yang,United States/China,25,Final Recital,Chopin,Barcarolle in F-sharp Major Op.60,Preliminary,13th,
Amy J. Yang,United States/China,25,Final Recital,Schubert,Sonata in C Minor D.958,Preliminary,13th,
Amy J. Yang,United States/China,25,Final Concerti,Beethoven,Piano Concerto No.1 in C Major Op.15,Preliminary,13th,
Amy J. Yang,United States/China,25,Final Concerti,Chopin,Piano Concerto No.2 in F Minor Op.21,Preliminary,13th,
Feng Zhang,China,23,Preliminary Recital,Haydn,Sonata in G Major Hob.XVI:6,Preliminary,13th,
Feng Zhang,China,23,Preliminary Recital,Mendelssohn,Prelude and Fugue in E Minor Op.35 No.1,Preliminary,13th,
Feng Zhang,China,23,Preliminary Recital,Liszt,St. Francis d'Assise: La PrEdication aux Oiseaux,Preliminary,13th,
Feng Zhang,China,23,Preliminary Recital,Rachmaninoff,Sonata No.2 in B-flat Minor Op.36,Preliminary,13th,
Feng Zhang,China,23,Semifinal Recital,Chopin,Twenty-four Preludes Op.28,Preliminary,13th,
Feng Zhang,China,23,Semifinal Recital,Musto,Improvisation & Fugue,Preliminary,13th,
Feng Zhang,China,23,Semifinal Recital,Stravinsky,Trois mouvements de PEtrouchka,Preliminary,13th,
Feng Zhang,China,23,Semifinal Chamber,Brahms,Piano Quintet in F Minor Op.34,Preliminary,13th,
Feng Zhang,China,23,Final Recital,Beethoven,"Sonata in B-flat major Op.106 ""Hammerklavier""",Preliminary,13th,
Feng Zhang,China,23,Final Recital,Chopin,Nocturne in E-flat Major Op.55 No.2,Preliminary,13th,
Feng Zhang,China,23,Final Concerti,Mozart,Piano Concerto No.20 in D Minor K.466,Preliminary,13th,
Feng Zhang,China,23,Final Concerti,Rachmaninoff,Piano Concerto No.3 in D Minor Op.30,Preliminary,13th,
Haochen Zhang,China,19,Preliminary Recital,Beethoven,Sonata in A-flat Major Op.110,1st,13th,
Haochen Zhang,China,19,Preliminary Recital,Chopin,Polonaise-fantasy in A-flat Major Op.61,1st,13th,
Haochen Zhang,China,19,Preliminary Recital,Stravinsky,Trois mouvements de PEtrouchka,1st,13th,
Haochen Zhang,China,19,Semifinal Recital,Chopin,Twenty-four Preludes Op.28,1st,13th,
Haochen Zhang,China,19,Semifinal Recital,Bates,White Lies for Lomax,1st,13th,
Haochen Zhang,China,19,Semifinal Recital,Liszt,Spanish Rhapsody,1st,13th,
Haochen Zhang,China,19,Semifinal Chamber,Schumann,Piano Quintet in E-flat Major Op.44,1st,13th,
Haochen Zhang,China,19,Final Recital,Brahms,Variations and Fugue on a Theme of Handel Op.24,1st,13th,
Haochen Zhang,China,19,Final Recital,Ravel,Gaspard de la nuit,1st,13th,
Haochen Zhang,China,19,Final Concerti,Mozart,Piano Concerto No.20 in D Minor K.466,1st,13th,
Haochen Zhang,China,19,Final Concerti,Prokofiev,Piano Concerto No.2 in G Minor Op.16,1st,13th,
Ning Zhou,China,21,Preliminary Recital,Ravel,Miroirs,Preliminary,13th,
Ning Zhou,China,21,Preliminary Recital,Liszt,VallEe d'Obermann,Preliminary,13th,
Ning Zhou,China,21,Preliminary Recital,Liszt,Mephisto Waltz No.1,Preliminary,13th,
Ning Zhou,China,21,Semifinal Recital,Bach,Chromatic Fantasy and Fugue BWV 903,Preliminary,13th,
Ning Zhou,China,21,Semifinal Recital,Haydn,Sonata in E Major Hob.XVI:31,Preliminary,13th,
Ning Zhou,China,21,Semifinal Recital,Ravel,Pavane pour une infante dEfunte,Preliminary,13th,
Ning Zhou,China,21,Semifinal Recital,Rachmaninoff,Sonata No.2 in B-flat Minor Op.36,Preliminary,13th,
Ning Zhou,China,21,Semifinal Recital,Musto,Improvisation & Fugue,Preliminary,13th,
Ning Zhou,China,21,Semifinal Chamber,Schumann,Piano Quintet in E-flat Major Op.44,Preliminary,13th,
Ning Zhou,China,21,Final Recital,Chopin,Polonaise-fantasy in A-flat Major Op.61,Preliminary,13th,
Ning Zhou,China,21,Final Recital,Liszt,Après une lecture de Dante (Fantasia quasi sonata),Preliminary,13th,
Ning Zhou,China,21,Final Recital,Kapustin,"Sonata No.1 Op.39 ""Sonata-Fantasia""",Preliminary,13th,
Ning Zhou,China,21,Final Concerti,Beethoven,Piano Concerto No.3 in C Minor Op.37,Preliminary,13th,
Ning Zhou,China,21,Final Concerti,Rachmaninoff,Piano Concerto No.2 in C Minor Op.18,Preliminary,13th,
Zhang Zuo,China,20,Preliminary Recital,Haydn,Sonata in G Major Hob.XVI:40,Preliminary,13th,
Zhang Zuo,China,20,Preliminary Recital,Schumann,"Variations on the name ""Abegg "" Op.1",Preliminary,13th,
Zhang Zuo,China,20,Preliminary Recital,Liszt,Transcendental Etude No.5,Preliminary,13th,
Zhang Zuo,China,20,Preliminary Recital,Chopin,Etude in C Major Op.10 No.7,Preliminary,13th,
Zhang Zuo,China,20,Preliminary Recital,Stravinsky,Etude No.4 Op.7,Preliminary,13th,
Zhang Zuo,China,20,Preliminary Recital,Liszt,Sonata in B Minor,Preliminary,13th,
Zhang Zuo,China,20,Semifinal Recital,Beethoven,Sonata in F-sharp Major Op.78,Preliminary,13th,
Zhang Zuo,China,20,Semifinal Recital,Ravel,Gaspard de la nuit,Preliminary,13th,
Zhang Zuo,China,20,Semifinal Recital,Musto,Improvisation & Fugue,Preliminary,13th,
Zhang Zuo,China,20,Semifinal Recital,Schumann,Symphonic Etudes Op.13,Preliminary,13th,
Zhang Zuo,China,20,Semifinal Chamber,Dvořák,Piano Quintet in A Major Op.81,Preliminary,13th,
Zhang Zuo,China,20,Final Recital,Barber,Sonata Op.26,Preliminary,13th,
Zhang Zuo,China,20,Final Recital,Schubert,Sonata in A Major D.664,Preliminary,13th,
Zhang Zuo,China,20,Final Recital,Liszt,Spanish Rhapsody,Preliminary,13th,
Zhang Zuo,China,20,Final Concerti,Beethoven,Piano Concerto No.1 in C Major Op.15,Preliminary,13th,
Zhang Zuo,China,20,Final Concerti,Tchaikovsky,Piano Concerto No.1 in B-flat Minor Op.23,Preliminary,13th,
Stephen Beus,United States,27,Preliminary Recital,Bach,English Suite No.3 in G Minor BWV 808,Preliminary,13th,
Stephen Beus,United States,27,Preliminary Recital,Barber,Sonata Op.26,Preliminary,13th,
Stephen Beus,United States,27,Preliminary Recital,Liszt,Spanish Rhapsody,Preliminary,13th,
Stephen Beus,United States,27,Semifinal Recital,Hagen,Suite for Piano,Preliminary,13th,
Stephen Beus,United States,27,Semifinal Recital,Beethoven,"Sonata in B-flat major Op.106 ""Hammerklavier""",Preliminary,13th,
Stephen Beus,United States,27,Semifinal Chamber,Franck,Piano Quintet in F Minor,Preliminary,13th,
Stephen Beus,United States,27,Final Recital,Bach-Liszt,Prelude and Fugue in A Minor BWV 543,Preliminary,13th,
Stephen Beus,United States,27,Final Recital,Mendelssohn,Sonata in E Major Op.6,Preliminary,13th,
Stephen Beus,United States,27,Final Recital,Medtner,Sonata tragica Op.39 No.5,Preliminary,13th,
Stephen Beus,United States,27,Final Recital,Liszt,La Campanella,Preliminary,13th,
Stephen Beus,United States,27,Final Concerti,Mendelssohn,Piano Concerto No.1 in G Minor op.25,Preliminary,13th,
Stephen Beus,United States,27,Final Concerti,Prokofiev,Piano Concerto No.3 in C Major op.26,Preliminary,13th,
Nikita Abrosimov,Russia,24,Preliminary Recital 1,Mozart,Fantasia in C Minor K.396,Semifinal,14th,
Nikita Abrosimov,Russia,24,Preliminary Recital 1,Brahms,Sonata No.1 in C Major Op.1,Semifinal,14th,
Nikita Abrosimov,Russia,24,Preliminary Recital 2,rachmaninoff,Prelude in D Minor Op.23 No.3,Semifinal,14th,
Nikita Abrosimov,Russia,24,Preliminary Recital 2,rachmaninoff,Prelude in D Major Op.23 No.4,Semifinal,14th,
Nikita Abrosimov,Russia,24,Preliminary Recital 2,rachmaninoff,Prelude in C Minor Op.23 No.7,Semifinal,14th,
Nikita Abrosimov,Russia,24,Preliminary Recital 2,Prokofiev,Sonata No.8 in B-flat Major Op.84,Semifinal,14th,
Nikita Abrosimov,Russia,24,Semifinal Recital,rachmaninoff,Variations on a Theme of Corelli Op.42,Semifinal,14th,
Nikita Abrosimov,Russia,24,Semifinal Recital,Theofanidis,Birichino,Semifinal,14th,
Nikita Abrosimov,Russia,24,Semifinal Recital,Scriabin,Vers la flamme Op.72,Semifinal,14th,
Nikita Abrosimov,Russia,24,Semifinal Recital,Stravinsky,Trois mouvements de PEtrouchka,Semifinal,14th,
Nikita Abrosimov,Russia,24,Semifinal Chamber,Dvořák,Piano Quintet in A Major Op.81,Semifinal,14th,
Nikita Abrosimov,Russia,24,Final Concerti,Mozart,Piano Concerto No.27 in B-flat Major K.595,Semifinal,14th,
Nikita Abrosimov,Russia,24,Final Concerti,Prokofiev,Piano Concerto No.2 in G Minor Op.16,Semifinal,14th,
